ax,ay,az,gx,gy,gz,mx,my,mz
0.00,-0.01,0.96,3.97,1.65,15.44,35.45,33.24,32.62
0.00,-0.01,0.96,2.99,2.50,14.53,35.45,33.24,32.62
0.00,-0.01,0.96,2.99,2.50,14.53,35.45,33.24,32.62
0.00,-0.01,0.97,3.48,2.14,12.63,35.45,33.24,32.62
0.00,-0.01,0.97,3.23,1.65,10.01,35.45,33.24,32.62
0.01,-0.02,0.96,3.23,1.65,10.01,35.45,33.24,32.62
0.01,-0.02,0.97,2.99,2.14,7.08,35.45,33.24,32.62
0.01,-0.02,0.97,2.99,2.14,7.08,35.45,33.24,32.62
0.01,-0.02,0.96,3.05,1.83,4.88,35.45,33.24,32.62
0.01,-0.02,0.96,3.48,1.22,3.78,34.69,33.46,33.25
0.01,-0.02,0.96,3.48,1.22,3.78,34.69,33.46,33.25
0.01,-0.02,0.96,2.26,2.38,3.11,34.69,33.46,33.25
0.01,-0.02,0.96,2.26,2.38,3.11,34.69,33.46,33.25
0.01,-0.02,0.97,3.30,1.59,2.08,34.69,33.46,33.25
0.01,-0.02,0.97,2.14,2.20,1.77,34.69,33.46,33.25
0.01,-0.02,0.97,2.14,2.20,1.77,34.69,33.46,33.25
0.01,-0.02,0.96,3.30,1.46,1.10,34.69,33.46,33.25
0.01,-0.02,0.96,3.30,1.46,1.10,34.69,33.46,33.25
0.01,-0.02,0.96,2.62,1.77,0.85,34.69,33.46,33.25
0.01,-0.02,0.96,2.75,1.95,0.79,34.41,33.90,33.34
0.01,-0.02,0.96,2.75,1.95,0.79,34.41,33.90,33.34
0.01,-0.02,0.96,3.48,1.53,0.61,34.41,33.90,33.34
0.01,-0.02,0.96,2.38,2.20,0.79,34.41,33.90,33.34
0.01,-0.02,0.96,2.38,2.20,0.79,34.41,33.90,33.34
0.01,-0.02,0.97,2.50,1.95,0.61,34.41,33.90,33.34
0.01,-0.02,0.97,2.50,1.95,0.61,34.41,33.90,33.34
0.01,-0.02,0.97,2.56,1.77,0.73,34.41,33.90,33.34
0.01,-0.02,0.97,2.69,1.83,0.67,34.41,33.90,33.34
0.01,-0.02,0.97,2.69,1.83,0.67,34.41,33.90,33.34
0.01,-0.02,0.96,2.81,1.83,0.61,35.33,33.44,33.78
0.01,-0.02,0.96,2.62,2.01,0.55,35.33,33.44,33.78
0.01,-0.02,0.96,2.62,2.01,0.55,35.33,33.44,33.78
0.01,-0.02,0.96,2.81,2.01,0.67,35.33,33.44,33.78
0.01,-0.02,0.96,2.81,2.01,0.67,35.33,33.44,33.78
0.01,-0.02,0.97,2.69,1.95,0.73,35.33,33.44,33.78
0.01,-0.02,0.97,2.44,2.14,0.79,35.33,33.44,33.78
0.01,-0.02,0.96,2.44,2.14,0.79,35.33,33.44,33.78
0.01,-0.02,0.96,2.56,2.01,0.73,35.33,33.44,33.78
0.01,-0.02,0.96,2.56,2.01,0.73,35.33,33.44,33.78
0.01,-0.02,0.96,2.93,1.59,0.55,34.89,33.58,33.63
0.01,-0.02,0.96,1.89,2.26,0.61,34.89,33.58,33.63
0.01,-0.02,0.96,1.89,2.26,0.61,34.89,33.58,33.63
0.01,-0.02,0.97,2.69,1.95,0.55,34.89,33.58,33.63
0.01,-0.02,0.97,2.69,1.95,0.55,34.89,33.58,33.63
0.01,-0.02,0.97,2.99,1.65,0.55,34.89,33.58,33.63
0.01,-0.02,0.97,2.50,1.95,0.55,34.89,33.58,33.63
0.01,-0.02,0.97,2.50,1.95,0.55,34.89,33.58,33.63
0.01,-0.02,0.96,3.05,1.46,0.43,34.89,33.58,33.63
0.01,-0.02,0.96,3.05,1.46,0.43,34.89,33.58,33.63
0.01,-0.02,0.96,2.81,1.89,0.61,35.21,33.83,33.14
0.01,-0.02,0.96,3.23,1.46,0.43,35.21,33.83,33.14
0.01,-0.02,0.96,3.23,1.46,0.43,35.21,33.83,33.14
0.01,-0.02,0.96,3.11,1.65,0.49,35.21,33.83,33.14
0.01,-0.02,0.97,2.20,2.50,0.73,35.21,33.83,33.14
0.01,-0.02,0.97,2.20,2.50,0.73,35.21,33.83,33.14
0.01,-0.02,0.96,3.48,1.46,0.43,35.21,33.83,33.14
0.01,-0.02,0.96,3.48,1.46,0.43,35.21,33.83,33.14
0.01,-0.02,0.96,3.23,1.40,0.43,35.21,33.83,33.14
0.01,-0.02,0.96,2.32,2.38,0.79,35.21,33.83,33.14
0.01,-0.02,0.96,2.32,2.38,0.79,35.17,33.64,34.02
0.01,-0.02,0.96,3.78,0.92,0.37,35.17,33.64,34.02
0.01,-0.02,0.96,3.48,1.10,0.24,35.17,33.64,34.02
0.01,-0.02,0.96,3.48,1.10,0.24,35.17,33.64,34.02
0.01,-0.02,0.97,1.65,2.69,0.73,35.17,33.64,34.02
0.01,-0.02,0.97,1.65,2.69,0.73,35.17,33.64,34.02
0.01,-0.02,0.97,2.62,2.01,0.73,35.17,33.64,34.02
0.01,-0.02,0.97,2.50,2.26,0.79,35.17,33.64,34.02
0.01,-0.02,0.97,2.50,2.26,0.79,35.17,33.64,34.02
0.01,-0.02,0.96,3.30,1.28,0.61,35.17,33.64,34.02
0.01,-0.02,0.96,3.30,1.28,0.61,35.31,34.30,33.28
0.01,-0.02,0.96,2.38,2.08,0.85,35.31,34.30,33.28
0.01,-0.02,0.96,3.66,1.04,0.49,35.31,34.30,33.28
0.01,-0.02,0.96,3.66,1.04,0.49,35.31,34.30,33.28
0.01,-0.02,0.96,2.44,1.83,0.98,35.31,34.30,33.28
0.01,-0.02,0.96,2.44,1.83,0.98,35.31,34.30,33.28
0.01,-0.02,0.97,2.75,1.65,0.73,35.31,34.30,33.28
0.01,-0.02,0.97,2.81,1.77,0.73,35.31,34.30,33.28
0.01,-0.02,0.97,2.81,1.77,0.73,35.31,34.30,33.28
0.01,-0.02,0.96,3.78,0.73,0.43,35.31,34.30,33.28
0.01,-0.02,0.96,3.78,0.73,0.43,35.10,33.65,33.94
0.01,-0.02,0.96,2.50,1.95,0.73,35.10,33.65,33.94
0.01,-0.02,0.96,2.14,2.44,0.85,35.10,33.65,33.94
0.01,-0.02,0.96,2.14,2.44,0.85,35.10,33.65,33.94
0.01,-0.02,0.96,3.54,1.04,0.49,35.10,33.65,33.94
0.01,-0.02,0.97,2.69,1.83,0.55,35.10,33.65,33.94
0.01,-0.02,0.97,2.69,1.83,0.55,35.10,33.65,33.94
0.01,-0.02,0.97,2.38,1.95,0.55,35.10,33.65,33.94
0.01,-0.02,0.97,2.38,1.95,0.55,35.10,33.65,33.94
0.01,-0.02,0.97,2.99,1.71,0.37,35.10,33.65,33.94
0.01,-0.02,0.96,2.38,2.01,0.55,35.24,34.05,33.58
0.01,-0.02,0.96,2.38,2.01,0.55,35.24,34.05,33.58
0.01,-0.02,0.96,2.62,1.83,0.43,35.24,34.05,33.58
0.01,-0.02,0.96,2.50,1.83,0.49,35.24,34.05,33.58
0.01,-0.02,0.96,2.50,1.83,0.49,35.24,34.05,33.58
0.01,-0.02,0.97,2.50,2.08,0.43,35.24,34.05,33.58
0.01,-0.02,0.97,2.50,2.08,0.43,35.24,34.05,33.58
0.01,-0.02,0.97,3.11,1.40,0.37,35.24,34.05,33.58
0.01,-0.02,0.97,2.20,2.32,0.67,35.24,34.05,33.58
0.01,-0.02,0.96,2.20,2.32,0.67,35.24,34.05,33.58
0.01,-0.02,0.96,2.81,1.71,0.37,35.53,34.11,32.60
0.01,-0.02,0.96,2.81,1.71,0.37,35.53,34.11,32.60
0.01,-0.02,0.96,2.50,1.46,0.43,35.53,34.11,32.60
0.01,-0.02,0.96,3.23,0.55,0.37,35.53,34.11,32.60
0.01,-0.02,0.96,3.23,0.55,0.37,35.53,34.11,32.60
0.01,-0.02,0.97,1.71,1.95,0.67,35.53,34.11,32.60
0.01,-0.02,0.97,1.71,1.95,0.67,35.53,34.11,32.60
0.01,-0.02,0.97,2.87,1.28,0.43,35.53,34.11,32.60
0.01,-0.02,0.97,1.89,2.69,0.55,35.53,34.11,32.60
0.01,-0.02,0.97,1.89,2.69,0.55,35.53,34.11,32.60
0.01,-0.02,0.97,3.54,1.89,0.31,35.01,33.92,33.85
0.01,-0.02,0.96,2.87,2.32,0.31,35.01,33.92,33.85
0.01,-0.02,0.96,2.87,2.32,0.31,35.01,33.92,33.85
0.01,-0.02,0.96,2.93,2.01,0.49,35.01,33.92,33.85
0.01,-0.02,0.96,2.93,2.01,0.49,35.01,33.92,33.85
0.01,-0.02,0.96,2.99,1.77,0.43,35.01,33.92,33.85
0.01,-0.02,0.97,2.56,2.01,0.55,35.01,33.92,33.85
0.01,-0.02,0.97,2.56,2.01,0.55,35.01,33.92,33.85
0.01,-0.02,0.96,3.54,1.34,0.37,35.01,33.92,33.85
0.01,-0.02,0.96,3.54,1.34,0.37,35.01,33.92,33.85
0.01,-0.02,0.96,2.26,2.20,0.49,34.97,33.58,32.36
0.01,-0.02,0.96,3.91,0.98,0.24,34.97,33.58,32.36
0.01,-0.02,0.96,3.91,0.98,0.24,34.97,33.58,32.36
0.01,-0.02,0.96,3.66,1.04,0.18,34.97,33.58,32.36
0.01,-0.02,0.96,2.44,2.26,0.61,34.97,33.58,32.36
0.01,-0.02,0.96,2.44,2.26,0.61,34.97,33.58,32.36
0.01,-0.02,0.97,3.36,1.28,0.43,34.97,33.58,32.36
0.01,-0.02,0.97,3.36,1.28,0.43,34.97,33.58,32.36
0.01,-0.02,0.97,1.95,2.56,0.73,34.97,33.58,32.36
0.01,-0.02,0.97,3.42,1.40,0.49,34.78,33.85,34.14
0.01,-0.02,0.96,3.42,1.40,0.49,34.78,33.85,34.14
0.01,-0.02,0.96,3.30,1.22,0.18,34.78,33.85,34.14
0.01,-0.02,0.96,3.30,1.22,0.18,34.78,33.85,34.14
0.01,-0.02,0.96,1.83,2.38,0.49,34.78,33.85,34.14
0.01,-0.02,0.96,2.32,2.44,0.55,34.78,33.85,34.14
0.01,-0.02,0.96,2.32,2.44,0.55,34.78,33.85,34.14
0.01,-0.02,0.96,2.99,1.59,0.49,34.78,33.85,34.14
0.01,-0.02,0.96,2.99,1.59,0.49,34.78,33.85,34.14
0.01,-0.02,0.97,1.53,2.81,0.85,34.78,33.85,34.14
0.01,-0.02,0.97,3.48,1.53,0.43,34.90,33.26,34.06
0.01,-0.02,0.97,3.48,1.53,0.43,34.90,33.26,34.06
0.01,-0.02,0.96,2.69,1.95,0.55,34.90,33.26,34.06
0.01,-0.02,0.96,2.26,2.44,0.67,34.90,33.26,34.06
0.01,-0.02,0.96,2.26,2.44,0.67,34.90,33.26,34.06
0.01,-0.02,0.96,3.30,1.22,0.37,34.90,33.26,34.06
0.01,-0.02,0.96,3.30,1.22,0.37,34.90,33.26,34.06
0.01,-0.02,0.97,2.08,2.26,0.79,34.90,33.26,34.06
0.01,-0.02,0.97,3.85,0.98,0.55,34.90,33.26,34.06
0.01,-0.02,0.97,3.85,0.98,0.55,34.90,33.26,34.06
0.01,-0.02,0.97,4.33,0.31,0.49,34.92,33.08,34.03
0.01,-0.02,0.97,3.48,1.22,0.37,34.92,33.08,34.03
0.01,-0.02,0.96,3.48,1.22,0.37,34.92,33.08,34.03
0.01,-0.02,0.96,2.38,2.87,0.67,34.92,33.08,34.03
0.01,-0.02,0.96,2.38,2.87,0.67,34.92,33.08,34.03
0.01,-0.02,0.96,4.03,1.28,0.37,34.92,33.08,34.03
0.01,-0.02,0.96,2.38,2.26,0.73,34.92,33.08,34.03
0.01,-0.02,0.96,2.38,2.26,0.73,34.92,33.08,34.03
0.01,-0.03,0.96,2.62,2.38,0.67,34.92,33.08,34.03
0.01,-0.03,0.96,2.62,2.38,0.67,34.92,33.08,34.03
0.01,-0.02,0.96,3.85,0.49,0.49,35.29,33.80,33.51
0.01,-0.02,0.96,3.60,0.49,0.49,35.29,33.80,33.51
0.01,-0.02,0.96,3.60,0.49,0.49,35.29,33.80,33.51
0.01,-0.02,0.96,2.50,1.53,0.67,35.29,33.80,33.51
0.01,-0.02,0.96,2.50,1.53,0.67,35.29,33.80,33.51
0.01,-0.02,0.96,1.89,2.56,0.92,35.29,33.80,33.51
0.01,-0.02,0.97,3.05,1.83,0.92,35.29,33.80,33.51
0.01,-0.02,0.97,3.05,1.83,0.92,35.29,33.80,33.51
0.01,-0.02,0.96,3.66,0.73,0.61,35.29,33.80,33.51
0.01,-0.02,0.96,3.66,0.73,0.61,35.29,33.80,33.51
0.01,-0.02,0.97,2.14,1.95,0.73,35.34,33.13,33.30
0.01,-0.02,0.96,0.92,2.81,0.98,35.34,33.13,33.30
0.01,-0.02,0.96,0.92,2.81,0.98,35.34,33.13,33.30
0.01,-0.02,0.97,0.67,3.17,1.04,35.34,33.13,33.30
0.01,-0.02,0.96,1.10,3.17,1.40,35.34,33.13,33.30
0.01,-0.02,0.96,1.10,3.17,1.40,35.34,33.13,33.30
0.01,-0.02,0.96,1.34,2.99,1.40,35.34,33.13,33.30
0.01,-0.02,0.96,1.34,2.99,1.40,35.34,33.13,33.30
0.01,-0.02,0.96,1.22,3.23,1.53,35.34,33.13,33.30
0.01,-0.02,0.97,2.38,2.38,1.40,35.34,33.13,33.30
0.01,-0.02,0.97,2.38,2.38,1.40,35.60,33.13,33.39
0.01,-0.02,0.97,3.66,1.22,0.98,35.60,33.13,33.39
0.01,-0.02,0.97,3.85,0.79,0.73,35.60,33.13,33.39
0.01,-0.02,0.97,3.85,0.79,0.73,35.60,33.13,33.39
0.01,-0.02,0.96,3.36,1.04,1.04,35.60,33.13,33.39
0.01,-0.02,0.96,3.36,1.04,1.04,35.60,33.13,33.39
0.01,-0.02,0.97,2.08,1.89,2.44,35.60,33.13,33.39
0.01,-0.02,0.97,1.65,3.05,4.27,35.60,33.13,33.39
0.01,-0.02,0.97,1.65,3.05,4.27,35.60,33.13,33.39
0.01,-0.02,0.97,3.11,1.95,2.87,35.60,33.13,33.39
0.01,-0.02,0.97,3.11,1.95,2.87,35.51,32.91,32.90
0.01,-0.02,0.97,4.15,0.67,1.59,35.51,32.91,32.90
0.01,-0.02,0.96,3.78,1.04,1.28,35.51,32.91,32.90
0.01,-0.02,0.96,3.78,1.04,1.28,35.51,32.91,32.90
0.01,-0.02,0.96,3.78,1.10,1.04,35.51,32.91,32.90
0.01,-0.02,0.96,3.78,1.10,1.04,35.51,32.91,32.90
0.01,-0.02,0.96,3.78,1.10,0.73,35.51,32.91,32.90
0.01,-0.02,0.96,4.33,0.61,0.37,35.51,32.91,32.90
0.01,-0.02,0.96,4.33,0.61,0.37,35.51,32.91,32.90
0.01,-0.02,0.97,4.09,0.55,0.31,35.51,32.91,32.90
0.01,-0.02,0.97,4.09,0.55,0.31,34.97,32.56,33.70
