ax,ay,az,gx,gy,gz,mx,my,mz
0.97,-0.06,-0.04,7.02,2.93,9.09,34.40,-10.74,-14.90
0.97,-0.05,-0.05,6.10,3.66,9.22,34.40,-10.74,-14.90
0.97,-0.05,-0.05,5.98,2.81,8.12,34.40,-10.74,-14.90
0.96,-0.03,-0.05,5.98,2.81,8.12,34.40,-10.74,-14.90
0.97,-0.03,-0.05,5.37,2.56,6.71,34.40,-10.74,-14.90
0.97,-0.03,-0.05,5.37,2.56,6.71,34.40,-10.74,-14.90
0.97,-0.04,-0.05,4.39,1.77,4.76,34.36,-10.33,-13.23
0.97,-0.05,-0.04,3.42,1.22,3.48,34.36,-10.33,-13.23
0.97,-0.05,-0.04,3.42,1.22,3.48,34.36,-10.33,-13.23
0.97,-0.05,-0.03,1.22,1.65,2.14,34.36,-10.33,-13.23
0.97,-0.05,-0.03,1.10,1.53,1.89,34.36,-10.33,-13.23
0.96,-0.06,-0.03,1.10,1.53,1.89,34.36,-10.33,-13.23
0.97,-0.07,-0.04,1.89,2.38,2.20,34.36,-10.33,-13.23
0.97,-0.07,-0.04,1.89,2.38,2.20,34.36,-10.33,-13.23
0.98,-0.07,-0.04,1.10,4.15,2.93,34.36,-10.33,-13.23
0.98,-0.07,-0.04,2.32,3.17,3.36,34.36,-10.33,-13.23
0.97,-0.07,-0.04,2.32,3.17,3.36,34.81,-10.52,-13.82
0.97,-0.07,-0.04,3.78,3.42,4.52,34.81,-10.52,-13.82
0.97,-0.07,-0.04,3.78,3.42,4.52,34.81,-10.52,-13.82
0.98,-0.08,-0.04,5.55,3.11,5.55,34.81,-10.52,-13.82
0.97,-0.08,-0.04,5.19,4.03,7.08,34.81,-10.52,-13.82
0.97,-0.08,-0.04,5.19,4.03,7.08,34.81,-10.52,-13.82
0.97,-0.06,-0.04,7.02,2.99,7.87,34.81,-10.52,-13.82
0.97,-0.06,-0.04,7.02,2.99,7.87,34.81,-10.52,-13.82
0.97,-0.05,-0.04,5.98,3.66,8.48,34.81,-10.52,-13.82
0.97,-0.04,-0.04,6.29,2.26,7.39,34.81,-10.52,-13.82
0.97,-0.04,-0.04,6.29,2.26,7.39,34.70,-10.49,-14.34
0.97,-0.04,-0.04,4.64,2.56,6.84,34.70,-10.49,-14.34
0.97,-0.03,-0.04,3.48,2.69,5.68,34.70,-10.49,-14.34
0.97,-0.03,-0.04,3.48,2.69,5.68,34.70,-10.49,-14.34
0.97,-0.04,-0.05,4.88,1.40,4.64,34.70,-10.49,-14.34
0.97,-0.04,-0.05,4.88,1.40,4.64,34.70,-10.49,-14.34
0.97,-0.04,-0.04,2.20,2.69,4.39,34.70,-10.49,-14.34
0.97,-0.05,-0.04,3.17,2.01,3.72,34.70,-10.49,-14.34
0.97,-0.05,-0.04,3.17,2.01,3.72,34.70,-10.49,-14.34
0.98,-0.06,-0.04,3.78,2.62,4.52,34.70,-10.49,-14.34
0.98,-0.06,-0.04,3.78,2.62,4.52,34.22,-10.29,-14.25
0.97,-0.06,-0.04,3.23,2.75,5.13,34.22,-10.29,-14.25
0.97,-0.05,-0.04,4.76,1.95,5.37,34.22,-10.29,-14.25
0.97,-0.05,-0.04,4.76,1.95,5.37,34.22,-10.29,-14.25
0.97,-0.04,-0.04,3.48,3.05,5.74,34.22,-10.29,-14.25
0.96,-0.03,-0.04,4.82,2.20,5.07,34.22,-10.29,-14.25
0.96,-0.03,-0.04,4.82,2.20,5.07,34.22,-10.29,-14.25
0.97,-0.04,-0.04,4.27,3.54,5.00,34.22,-10.29,-14.25
0.97,-0.04,-0.04,4.27,3.54,5.00,34.22,-10.29,-14.25
0.97,-0.04,-0.04,5.49,3.17,4.82,34.22,-10.29,-14.25
0.97,-0.04,-0.04,4.94,3.72,4.82,34.68,-10.52,-14.70
0.97,-0.04,-0.04,4.94,3.72,4.82,34.68,-10.52,-14.70
0.97,-0.04,-0.05,4.21,3.97,4.21,34.68,-10.52,-14.70
0.97,-0.02,-0.04,4.03,3.72,3.36,34.68,-10.52,-14.70
0.97,-0.02,-0.04,4.03,3.72,3.36,34.68,-10.52,-14.70
0.97,-0.00,-0.05,3.54,3.66,1.95,34.68,-10.52,-14.70
0.97,-0.00,-0.05,3.54,3.66,1.95,34.68,-10.52,-14.70
0.97,0.00,-0.05,0.92,4.27,-0.92,34.68,-10.52,-14.70
0.97,-0.00,-0.05,-0.55,3.72,-3.97,34.68,-10.52,-14.70
0.97,-0.00,-0.05,-0.55,3.72,-3.97,34.68,-10.52,-14.70
0.97,-0.01,-0.04,-2.14,3.91,-6.29,34.85,-10.60,-12.90
0.97,-0.01,-0.04,-2.62,4.03,-8.18,34.85,-10.60,-12.90
0.97,-0.01,-0.04,-2.62,4.03,-8.18,34.85,-10.60,-12.90
0.97,-0.06,-0.04,-2.26,3.97,-9.52,34.85,-10.60,-12.90
0.97,-0.06,-0.04,-2.26,3.97,-9.52,34.85,-10.60,-12.90
0.97,-0.09,-0.04,-0.37,4.39,-8.91,34.85,-10.60,-12.90
0.97,-0.09,-0.04,0.18,5.49,-6.96,34.85,-10.60,-12.90
0.98,-0.11,-0.05,0.18,5.49,-6.96,34.85,-10.60,-12.90
0.98,-0.13,-0.04,1.71,4.70,-4.15,34.85,-10.60,-12.90
0.98,-0.13,-0.04,1.71,4.70,-4.15,34.85,-10.60,-12.90
0.98,-0.12,-0.05,3.78,4.88,0.73,34.96,-11.06,-13.21
0.97,-0.10,-0.05,6.71,4.15,5.13,34.96,-11.06,-13.21
0.97,-0.10,-0.05,6.71,4.15,5.13,34.96,-11.06,-13.21
0.97,-0.06,-0.05,8.00,3.91,8.48,34.96,-11.06,-13.21
0.97,-0.06,-0.05,8.42,3.66,10.01,34.96,-11.06,-13.21
0.97,-0.03,-0.06,8.42,3.66,10.01,34.96,-11.06,-13.21
0.97,-0.01,-0.06,7.69,3.11,9.34,34.96,-11.06,-13.21
0.97,-0.01,-0.06,7.69,3.11,9.34,34.96,-11.06,-13.21
0.96,0.01,-0.05,6.16,2.50,7.14,34.96,-11.06,-13.21
0.96,0.01,-0.05,6.16,2.50,7.14,34.96,-11.06,-13.21
0.96,0.01,-0.06,4.39,2.44,4.52,34.99,-10.83,-13.71
0.97,-0.01,-0.06,2.69,2.26,1.04,34.99,-10.83,-13.71
0.97,-0.01,-0.06,2.69,2.26,1.04,34.99,-10.83,-13.71
0.96,-0.03,-0.05,1.40,1.46,-1.46,34.99,-10.83,-13.71
0.98,-0.05,-0.05,1.59,1.59,-2.32,34.99,-10.83,-13.71
0.98,-0.05,-0.05,1.59,1.59,-2.32,34.99,-10.83,-13.71
0.98,-0.07,-0.05,1.71,1.28,-2.26,34.99,-10.83,-13.71
0.98,-0.07,-0.05,1.71,1.28,-2.26,34.99,-10.83,-13.71
0.98,-0.07,-0.05,1.83,1.28,-0.73,34.99,-10.83,-13.71
0.98,-0.08,-0.05,2.44,1.89,1.28,34.91,-10.71,-13.79
0.98,-0.08,-0.05,2.44,1.89,1.28,34.91,-10.71,-13.79
0.98,-0.08,-0.05,3.72,1.71,3.23,34.91,-10.71,-13.79
0.98,-0.08,-0.06,4.70,0.73,5.49,34.91,-10.71,-13.79
0.98,-0.08,-0.06,4.70,0.73,5.49,34.91,-10.71,-13.79
0.96,-0.05,-0.03,4.52,-0.61,7.39,34.91,-10.71,-13.79
0.96,-0.05,-0.03,4.52,-0.61,7.39,34.91,-10.71,-13.79
0.97,-0.03,-0.03,6.90,1.59,9.22,34.91,-10.71,-13.79
0.98,-0.03,-0.05,7.45,3.42,9.77,34.91,-10.71,-13.79
0.98,-0.03,-0.05,7.45,3.42,9.77,34.91,-10.71,-13.79
0.97,-0.01,-0.05,6.96,3.42,8.73,33.92,-10.91,-12.37
0.97,-0.01,-0.05,6.23,3.42,6.71,33.92,-10.91,-12.37
0.97,-0.00,-0.06,6.23,3.42,6.71,33.92,-10.91,-12.37
0.98,-0.00,-0.07,3.97,3.48,4.33,33.92,-10.91,-12.37
0.98,-0.00,-0.07,3.97,3.48,4.33,33.92,-10.91,-12.37
0.97,-0.01,-0.06,2.81,2.38,1.95,33.92,-10.91,-12.37
0.97,-0.01,-0.06,2.44,1.28,0.06,33.92,-10.91,-12.37
0.97,-0.02,-0.06,2.44,1.28,0.06,33.92,-10.91,-12.37
0.97,-0.03,-0.05,0.73,1.28,-0.92,33.92,-10.91,-12.37
0.97,-0.03,-0.05,0.73,1.28,-0.92,33.92,-10.91,-12.37
0.97,-0.04,-0.05,0.00,0.85,-1.40,34.33,-10.56,-13.49
0.97,-0.04,-0.05,-0.79,0.55,-1.59,34.33,-10.56,-13.49
0.97,-0.04,-0.05,-0.79,0.55,-1.59,34.33,-10.56,-13.49
0.97,-0.04,-0.05,-0.61,0.67,-0.73,34.33,-10.56,-13.49
0.97,-0.04,-0.05,-1.04,1.22,-0.06,34.33,-10.56,-13.49
0.96,-0.03,-0.04,-1.04,1.22,-0.06,34.33,-10.56,-13.49
0.96,-0.02,-0.03,-0.43,1.59,-0.06,34.33,-10.56,-13.49
0.96,-0.02,-0.03,-0.43,1.59,-0.06,34.33,-10.56,-13.49
0.97,-0.03,-0.03,0.49,2.75,-0.18,34.33,-10.56,-13.49
0.97,-0.03,-0.03,0.49,2.75,-0.18,34.33,-10.56,-13.49
0.97,-0.04,-0.04,2.20,3.91,0.18,34.59,-10.75,-13.76
0.97,-0.04,-0.05,3.30,4.46,0.06,34.59,-10.75,-13.76
0.97,-0.04,-0.05,3.30,4.46,0.06,34.59,-10.75,-13.76
0.98,-0.04,-0.06,3.91,4.94,0.43,34.59,-10.75,-13.76
0.98,-0.06,-0.07,4.88,3.97,0.31,34.59,-10.75,-13.76
0.98,-0.06,-0.07,4.88,3.97,0.31,34.59,-10.75,-13.76
0.98,-0.08,-0.06,4.15,3.60,1.22,34.59,-10.75,-13.76
0.98,-0.08,-0.06,4.15,3.60,1.22,34.59,-10.75,-13.76
0.96,-0.08,-0.05,6.59,1.71,3.17,34.59,-10.75,-13.76
0.97,-0.07,-0.05,7.02,2.62,6.23,34.59,-10.75,-13.76
0.97,-0.07,-0.05,7.02,2.62,6.23,34.29,-10.64,-12.65
0.97,-0.05,-0.05,9.03,1.40,7.93,34.29,-10.64,-12.65
0.96,-0.02,-0.04,7.69,1.83,9.52,34.29,-10.64,-12.65
0.96,-0.02,-0.04,7.69,1.83,9.52,34.29,-10.64,-12.65
0.96,0.00,-0.05,6.35,2.62,8.48,34.29,-10.64,-12.65
0.96,0.00,-0.05,6.35,2.62,8.48,34.29,-10.64,-12.65
0.97,0.01,-0.06,5.19,2.44,6.10,34.29,-10.64,-12.65
0.97,0.02,-0.05,2.75,2.81,3.72,34.29,-10.64,-12.65
0.97,0.02,-0.05,2.75,2.81,3.72,34.29,-10.64,-12.65
0.97,-0.00,-0.06,3.23,2.26,1.16,34.29,-10.64,-12.65
0.97,-0.00,-0.06,3.23,2.26,1.16,34.35,-10.88,-14.67
0.98,-0.02,-0.06,1.65,3.05,0.06,34.35,-10.88,-14.67
0.97,-0.04,-0.05,1.34,1.95,-0.73,34.35,-10.88,-14.67
0.97,-0.04,-0.05,1.34,1.95,-0.73,34.35,-10.88,-14.67
0.98,-0.04,-0.06,1.77,1.83,-0.24,34.35,-10.88,-14.67
0.98,-0.04,-0.06,1.77,1.77,0.73,34.35,-10.88,-14.67
0.98,-0.05,-0.06,1.77,1.77,0.73,34.35,-10.88,-14.67
0.97,-0.05,-0.05,1.77,1.22,1.53,34.35,-10.88,-14.67
0.97,-0.05,-0.05,1.77,1.22,1.53,34.35,-10.88,-14.67
0.97,-0.05,-0.05,2.44,1.10,3.05,34.35,-10.88,-14.67
0.97,-0.05,-0.05,2.99,1.28,4.76,34.58,-10.56,-14.26
0.97,-0.04,-0.05,2.99,1.28,4.76,34.58,-10.56,-14.26
0.97,-0.03,-0.05,2.75,1.89,5.80,34.58,-10.56,-14.26
0.97,-0.03,-0.05,2.99,1.89,5.80,34.58,-10.56,-14.26
0.97,-0.02,-0.05,2.99,1.89,5.80,34.58,-10.56,-14.26
0.97,-0.01,-0.05,3.36,2.20,5.55,34.58,-10.56,-14.26
0.97,-0.01,-0.05,3.36,2.20,5.55,34.58,-10.56,-14.26
0.97,-0.01,-0.05,3.78,1.89,4.39,34.58,-10.56,-14.26
0.97,-0.01,-0.05,4.03,1.89,3.36,34.58,-10.56,-14.26
0.97,-0.01,-0.05,4.03,1.89,3.36,34.58,-10.56,-14.26
0.98,-0.01,-0.06,4.33,2.14,2.56,34.20,-10.82,-12.10
0.98,-0.01,-0.06,4.33,2.14,2.56,34.20,-10.82,-12.10
0.97,-0.01,-0.05,4.21,1.65,1.34,34.20,-10.82,-12.10
0.97,-0.02,-0.05,2.93,2.32,0.85,34.20,-10.82,-12.10
0.97,-0.02,-0.05,2.93,2.32,0.85,34.20,-10.82,-12.10
0.97,-0.04,-0.05,4.82,1.40,0.85,34.20,-10.82,-12.10
0.97,-0.04,-0.05,4.82,1.40,0.85,34.20,-10.82,-12.10
0.97,-0.04,-0.06,4.70,2.26,1.65,34.20,-10.82,-12.10
0.97,-0.04,-0.05,5.13,1.95,2.44,34.20,-10.82,-12.10
0.97,-0.04,-0.05,5.13,1.95,2.44,34.20,-10.82,-12.10
0.98,-0.03,-0.06,5.00,1.71,3.30,34.56,-10.56,-12.82
0.97,-0.03,-0.06,4.39,1.34,3.78,34.56,-10.56,-12.82
0.97,-0.03,-0.06,4.39,1.34,3.78,34.56,-10.56,-12.82
0.97,-0.02,-0.06,4.82,0.79,4.33,34.56,-10.56,-12.82
0.97,-0.02,-0.06,4.82,0.79,4.33,34.56,-10.56,-12.82
0.97,-0.01,-0.05,4.58,0.61,4.33,34.56,-10.56,-12.82
0.97,-0.01,-0.06,3.23,0.61,3.42,34.56,-10.56,-12.82
0.97,-0.01,-0.06,3.23,0.61,3.42,34.56,-10.56,-12.82
0.97,-0.00,-0.06,1.83,0.49,2.26,34.56,-10.56,-12.82
0.97,-0.00,-0.06,1.83,0.49,2.26,34.56,-10.56,-12.82
0.97,-0.00,-0.06,0.24,0.37,0.92,34.58,-10.93,-12.63
0.97,-0.02,-0.05,-0.31,-0.24,-0.49,34.58,-10.93,-12.63
0.97,-0.02,-0.05,-0.31,-0.24,-0.49,34.58,-10.93,-12.63
0.95,-0.03,-0.01,-0.43,-0.61,-0.79,34.58,-10.93,-12.63
0.95,-0.03,-0.01,-2.08,2.14,-0.18,34.58,-10.93,-12.63
0.99,-0.01,-0.07,-2.08,2.14,-0.18,34.58,-10.93,-12.63
0.98,-0.02,-0.08,-2.87,1.89,0.12,34.58,-10.93,-12.63
0.98,-0.02,-0.08,-2.87,1.89,0.12,34.58,-10.93,-12.63
0.97,-0.03,-0.06,-3.60,0.24,0.61,34.58,-10.93,-12.63
0.97,-0.03,-0.06,-4.46,0.06,1.16,34.58,-10.93,-12.63
0.97,-0.02,-0.04,-4.46,0.06,1.16,34.24,-10.90,-13.54
0.96,-0.02,-0.04,-4.94,0.12,1.10,34.24,-10.90,-13.54
0.96,-0.02,-0.04,-6.35,1.10,1.40,34.24,-10.90,-13.54
0.97,-0.02,-0.06,-6.35,1.10,1.40,34.24,-10.90,-13.54
0.97,-0.02,-0.06,-6.84,0.61,1.65,34.24,-10.90,-13.54
0.97,-0.02,-0.06,-6.84,0.61,1.65,34.24,-10.90,-13.54
0.96,-0.03,-0.04,-10.19,0.73,1.22,34.24,-10.90,-13.54
0.96,-0.03,-0.04,-10.25,-0.24,0.61,34.24,-10.90,-13.54
0.96,-0.02,-0.03,-10.25,-0.24,0.61,34.24,-10.90,-13.54
0.98,-0.02,-0.06,-10.56,0.55,0.73,34.22,-12.05,-13.43
0.98,-0.02,-0.06,-11.90,0.85,0.79,34.22,-12.05,-13.43
0.98,-0.01,-0.06,-11.90,0.85,0.79,34.22,-12.05,-13.43
0.98,-0.02,-0.05,-12.39,0.98,1.59,34.22,-12.05,-13.43
0.98,-0.02,-0.05,-12.39,0.98,1.59,34.22,-12.05,-13.43
0.98,-0.04,-0.05,-11.72,1.40,2.93,34.22,-12.05,-13.43
0.98,-0.04,-0.05,-10.86,0.43,4.03,34.22,-12.05,-13.43
0.99,-0.04,-0.05,-10.86,0.43,4.03,34.22,-12.05,-13.43
0.98,-0.04,-0.05,-12.39,-0.37,5.43,34.22,-12.05,-13.43
0.98,-0.04,-0.05,-12.39,-0.37,5.43,34.22,-12.05,-13.43
0.98,-0.04,-0.05,-16.24,-0.31,6.90,34.27,-11.55,-12.34
0.98,-0.02,-0.06,-20.20,-0.12,8.48,34.27,-11.55,-12.34
0.98,-0.02,-0.06,-20.20,-0.12,8.48,34.27,-11.55,-12.34
0.98,-0.02,-0.06,-26.98,0.73,9.46,34.27,-11.55,-12.34
0.98,-0.02,-0.06,-26.98,0.73,9.46,34.27,-11.55,-12.34
0.98,-0.03,-0.06,-33.20,1.04,10.19,34.27,-11.55,-12.34
0.97,0.00,-0.07,-37.60,-0.67,10.38,34.27,-11.55,-12.34
0.97,0.00,-0.07,-37.60,-0.67,10.38,34.27,-11.55,-12.34
0.97,0.02,-0.07,-45.47,-1.04,10.38,34.27,-11.55,-12.34
0.97,0.02,-0.07,-55.18,-2.50,8.67,34.27,-11.55,-12.34
0.97,0.00,-0.07,-55.18,-2.50,8.67,33.11,-12.83,-11.58
0.95,-0.00,-0.06,-66.65,-3.66,6.65,33.11,-12.83,-11.58
0.95,-0.00,-0.06,-66.65,-3.66,6.65,33.11,-12.83,-11.58
0.97,0.01,-0.05,-74.58,-4.27,5.74,33.11,-12.83,-11.58
0.96,0.03,-0.03,-75.81,-5.49,5.74,33.11,-12.83,-11.58
0.96,0.03,-0.03,-75.81,-5.49,5.74,33.11,-12.83,-11.58
0.96,0.07,-0.01,-75.74,-6.47,5.07,33.11,-12.83,-11.58
0.96,0.07,-0.01,-75.74,-6.47,5.07,33.11,-12.83,-11.58
0.96,0.11,-0.04,-80.81,-6.29,0.98,33.11,-12.83,-11.58
0.89,0.13,-0.02,-92.59,-5.74,-7.63,33.11,-12.83,-11.58
0.89,0.13,-0.02,-92.59,-5.74,-7.63,33.48,-14.33,-10.62
1.00,0.11,-0.13,-102.78,-1.71,-17.40,33.48,-14.33,-10.62
1.00,0.12,-0.15,-112.67,-5.49,-27.04,33.48,-14.33,-10.62
1.00,0.12,-0.15,-112.67,-5.49,-27.04,33.48,-14.33,-10.62
0.94,0.10,-0.09,-121.03,-13.73,-34.67,33.48,-14.33,-10.62
0.94,0.10,-0.09,-121.03,-13.73,-34.67,33.48,-14.33,-10.62
1.04,0.01,-0.12,-123.90,-14.89,-39.73,33.48,-14.33,-10.62
0.99,-0.05,-0.06,-129.33,-18.07,-42.48,33.48,-14.33,-10.62
0.99,-0.05,-0.06,-129.33,-18.07,-42.48,33.48,-14.33,-10.62
1.01,-0.10,-0.05,-132.57,-23.74,-40.47,33.48,-14.33,-10.62
1.01,-0.10,-0.05,-131.23,-25.63,-35.89,33.65,-17.04,-7.18
1.00,-0.10,-0.01,-131.23,-25.63,-35.89,33.65,-17.04,-7.18
0.96,-0.11,0.06,-125.06,-25.63,-29.30,33.65,-17.04,-7.18
0.96,-0.11,0.06,-116.94,-21.18,-21.91,33.65,-17.04,-7.18
0.93,-0.13,0.08,-116.94,-21.18,-21.91,33.65,-17.04,-7.18
0.98,-0.15,0.06,-110.90,-12.70,-15.38,33.65,-17.04,-7.18
0.98,-0.15,0.06,-110.90,-12.70,-15.38,33.65,-17.04,-7.18
0.97,-0.14,0.06,-103.82,-7.32,-8.73,33.65,-17.04,-7.18
0.97,-0.14,0.06,-96.13,-3.91,-2.87,33.65,-17.04,-7.18
0.97,-0.11,0.02,-96.13,-3.91,-2.87,33.65,-17.04,-7.18
1.01,-0.09,-0.03,-92.77,-1.71,0.98,35.10,-19.75,-6.05
1.01,-0.09,-0.03,-93.20,-4.33,3.54,35.10,-19.75,-6.05
1.00,-0.01,-0.08,-93.20,-4.33,3.54,35.10,-19.75,-6.05
0.96,-0.01,-0.05,-100.83,-10.19,2.56,35.10,-19.75,-6.05
0.96,-0.01,-0.05,-100.83,-10.19,2.56,35.10,-19.75,-6.05
0.97,-0.02,-0.01,-109.74,-16.11,-1.53,35.10,-19.75,-6.05
0.97,-0.02,-0.01,-115.66,-18.92,-3.66,35.10,-19.75,-6.05
0.94,-0.02,-0.02,-115.66,-18.92,-3.66,35.10,-19.75,-6.05
0.95,-0.04,0.02,-108.89,-16.85,-3.72,35.10,-19.75,-6.05
0.95,-0.04,0.02,-108.89,-16.85,-3.72,35.10,-19.75,-6.05
0.94,-0.10,0.09,-97.35,-14.47,-2.50,35.05,-22.33,-2.54
0.92,-0.11,0.09,-90.27,-10.74,0.73,35.05,-22.33,-2.54
0.92,-0.11,0.09,-90.27,-10.74,0.73,35.05,-22.33,-2.54
0.95,-0.10,0.08,-81.91,-5.00,4.94,35.05,-22.33,-2.54
0.95,-0.10,0.08,-81.91,-5.00,4.94,35.05,-22.33,-2.54
0.95,-0.08,0.08,-72.88,-1.04,9.34,35.05,-22.33,-2.54
0.96,-0.09,0.04,-65.67,2.08,12.15,35.05,-22.33,-2.54
0.96,-0.09,0.04,-65.67,2.08,12.15,35.05,-22.33,-2.54
0.97,-0.07,0.02,-52.55,5.55,14.28,35.05,-22.33,-2.54
0.97,-0.07,0.02,-46.57,5.49,15.81,35.13,-23.52,-0.82
