ax,ay,az,gx,gy,gz,mx,my,mz
-0.01,-1.04,-0.08,2.14,1.89,-3.48,37.85,12.67,36.91
-0.00,-1.02,-0.00,-5.13,0.79,-1.04,37.85,12.67,36.91
-0.00,-1.02,0.01,-6.90,0.43,-0.37,38.16,11.93,37.89
-0.00,-1.02,0.01,-6.90,0.43,-0.37,38.16,11.93,37.89
-0.00,-1.02,0.00,-5.19,0.67,0.31,38.16,11.93,37.89
0.00,-1.02,0.01,-3.23,0.24,0.98,38.16,11.93,37.89
0.00,-1.02,0.01,-3.23,0.24,0.98,38.16,11.93,37.89
0.00,-1.01,-0.00,-1.46,-0.43,1.71,38.16,11.93,37.89
0.00,-1.01,-0.00,-1.46,-0.43,1.71,38.16,11.93,37.89
0.01,-1.01,-0.01,-0.55,-0.92,2.08,38.16,11.93,37.89
0.01,-1.01,-0.01,-0.24,-1.10,2.08,38.16,11.93,37.89
0.01,-1.01,-0.01,-0.24,-1.10,2.08,38.16,11.93,37.89
0.00,-1.02,-0.00,-0.06,-0.85,1.71,37.71,12.26,36.19
0.00,-1.02,-0.00,0.24,-0.67,1.77,37.71,12.26,36.19
0.00,-1.01,0.01,0.24,-0.67,1.77,37.71,12.26,36.19
0.00,-1.01,0.00,1.40,-0.31,1.65,37.71,12.26,36.19
0.00,-1.01,0.00,1.40,-0.31,1.65,37.71,12.26,36.19
0.00,-1.01,-0.00,1.89,0.00,1.53,37.71,12.26,36.19
0.00,-1.01,-0.00,1.89,0.00,1.53,37.71,12.26,36.19
0.00,-1.00,-0.02,1.46,0.18,1.71,37.71,12.26,36.19
0.00,-1.00,-0.02,0.61,-0.18,2.20,37.71,12.26,36.19
0.00,-1.00,-0.02,0.61,-0.18,2.20,37.71,12.26,36.19
0.01,-1.02,-0.00,-0.98,-0.73,2.56,38.06,12.48,36.17
0.00,-1.01,-0.00,-1.22,-1.71,2.75,38.06,12.48,36.17
0.00,-1.01,-0.00,-1.22,-1.71,2.75,38.06,12.48,36.17
0.01,-1.02,0.01,-1.46,-0.73,2.14,38.06,12.48,36.17
0.01,-1.02,0.01,-1.46,-0.73,2.14,38.06,12.48,36.17
0.01,-1.01,0.00,-0.79,-0.92,2.20,38.06,12.48,36.17
0.01,-1.02,0.02,0.00,-0.43,1.71,38.06,12.48,36.17
0.01,-1.02,0.02,0.00,-0.43,1.71,38.06,12.48,36.17
0.01,-1.01,0.01,1.40,0.06,1.22,38.06,12.48,36.17
0.01,-1.01,0.01,1.40,0.06,1.22,38.06,12.48,36.17
0.01,-1.01,0.00,2.44,0.37,0.98,38.04,12.51,37.38
0.01,-1.03,0.01,2.62,1.04,0.61,38.04,12.51,37.38
0.01,-1.03,0.01,2.62,1.04,0.61,38.04,12.51,37.38
0.01,-1.02,-0.01,2.20,1.10,0.49,38.04,12.51,37.38
0.01,-1.02,-0.01,2.01,0.67,0.43,38.04,12.51,37.38
0.01,-1.02,0.00,2.01,0.67,0.43,38.04,12.51,37.38
0.01,-1.01,-0.00,1.53,0.92,0.37,38.04,12.51,37.38
0.01,-1.01,-0.00,1.53,0.92,0.37,38.04,12.51,37.38
0.01,-1.02,0.01,1.10,1.16,0.43,38.04,12.51,37.38
0.01,-1.02,0.01,1.10,1.16,0.43,38.04,12.51,37.38
0.01,-1.01,0.01,1.40,1.28,0.43,37.70,12.52,37.15
0.01,-1.01,0.01,2.50,1.40,0.43,37.70,12.52,37.15
0.01,-1.01,0.01,2.50,1.40,0.43,37.70,12.52,37.15
0.01,-1.02,-0.00,3.54,1.83,0.37,37.70,12.52,37.15
0.01,-1.02,0.00,3.60,2.01,0.73,37.70,12.52,37.15
0.01,-1.02,0.00,3.60,2.01,0.73,37.70,12.52,37.15
0.01,-1.01,0.00,3.42,1.53,0.73,37.70,12.52,37.15
0.01,-1.01,0.00,3.42,1.53,0.73,37.70,12.52,37.15
0.01,-1.01,0.00,4.03,1.53,0.85,37.70,12.52,37.15
0.01,-1.01,0.01,4.82,1.53,0.92,37.70,12.52,37.15
0.01,-1.01,0.01,4.82,1.53,0.92,37.70,12.52,37.15
0.01,-1.01,0.01,5.98,1.77,0.92,37.99,12.43,37.73
0.01,-1.01,0.01,7.26,1.95,0.92,37.99,12.43,37.73
0.01,-1.02,-0.01,7.26,1.95,0.92,37.99,12.43,37.73
0.01,-1.01,-0.00,6.96,1.89,1.22,37.99,12.43,37.73
0.01,-1.01,-0.00,6.96,1.89,1.22,37.99,12.43,37.73
0.01,-1.02,0.00,6.04,2.01,1.22,37.99,12.43,37.73
0.01,-1.02,0.00,5.92,2.08,1.22,37.99,12.43,37.73
0.01,-1.02,-0.00,5.92,2.08,1.22,37.99,12.43,37.73
0.01,-1.02,-0.00,5.68,1.89,1.16,37.99,12.43,37.73
0.01,-1.02,-0.00,5.68,1.89,1.16,37.99,12.43,37.73
0.01,-1.02,-0.00,5.55,2.08,1.22,38.02,12.27,36.83
0.01,-1.02,-0.01,5.37,2.44,1.04,38.02,12.27,36.83
0.01,-1.02,-0.01,5.37,2.44,1.04,38.02,12.27,36.83
0.01,-1.01,-0.01,5.37,2.32,1.16,38.02,12.27,36.83
0.01,-1.01,-0.01,5.37,2.32,1.16,38.02,12.27,36.83
0.01,-1.01,-0.01,4.88,1.77,1.34,38.02,12.27,36.83
0.01,-1.01,-0.01,4.52,1.95,0.92,38.02,12.27,36.83
0.01,-1.01,-0.01,4.52,1.95,0.92,38.02,12.27,36.83
0.01,-1.02,-0.00,3.78,2.01,0.61,38.02,12.27,36.83
0.01,-1.02,-0.00,3.78,2.01,0.61,38.02,12.27,36.83
0.01,-1.02,-0.01,3.42,2.01,0.49,38.07,12.22,36.82
0.01,-1.01,-0.01,2.87,2.20,0.31,38.07,12.22,36.82
0.01,-1.01,-0.01,2.87,2.20,0.31,38.07,12.22,36.82
0.01,-1.01,-0.00,2.44,1.95,0.18,38.07,12.22,36.82
0.01,-1.01,-0.00,2.44,2.26,-0.12,38.07,12.22,36.82
0.01,-1.01,-0.01,2.44,2.26,-0.12,38.07,12.22,36.82
0.01,-1.02,-0.01,2.08,2.50,-0.37,38.07,12.22,36.82
0.01,-1.02,-0.01,2.08,2.50,-0.37,38.07,12.22,36.82
0.01,-1.02,-0.01,1.95,2.32,-0.43,38.07,12.22,36.82
0.01,-1.02,-0.01,1.83,2.08,-0.24,37.72,12.74,36.60
0.01,-1.02,-0.01,1.83,2.08,-0.24,37.72,12.74,36.60
0.01,-1.02,-0.01,0.92,1.89,-0.06,37.72,12.74,36.60
0.01,-1.02,-0.01,0.92,1.89,-0.06,37.72,12.74,36.60
0.01,-1.01,0.00,0.67,1.89,-0.18,37.72,12.74,36.60
0.01,-1.01,-0.00,1.04,2.01,-0.18,37.72,12.74,36.60
0.01,-1.01,-0.00,1.04,2.01,-0.18,37.72,12.74,36.60
0.01,-1.01,-0.00,0.79,2.38,-0.43,37.72,12.74,36.60
0.01,-1.01,-0.00,0.79,2.38,-0.43,37.72,12.74,36.60
0.01,-1.02,-0.01,0.31,2.75,-0.85,37.72,12.74,36.60
0.01,-1.02,-0.00,-0.43,2.56,-0.85,37.66,13.28,36.98
0.01,-1.02,-0.00,-0.43,2.56,-0.85,37.66,13.28,36.98
0.01,-1.02,-0.00,-1.10,2.32,-0.73,37.66,13.28,36.98
0.00,-1.02,0.00,-0.98,2.14,-0.61,37.66,13.28,36.98
0.00,-1.02,0.00,-0.98,2.14,-0.61,37.66,13.28,36.98
0.01,-1.01,0.01,-0.49,2.08,-0.49,37.66,13.28,36.98
0.01,-1.01,0.01,-0.49,2.08,-0.49,37.66,13.28,36.98
0.01,-1.02,0.00,0.06,2.08,-0.55,37.66,13.28,36.98
0.01,-1.02,-0.00,0.31,2.08,-0.31,37.66,13.28,36.98
0.01,-1.02,-0.00,0.31,2.08,-0.31,37.66,13.28,36.98
0.00,-1.01,0.01,0.24,1.77,0.12,37.54,12.38,37.99
0.00,-1.01,0.01,0.67,1.89,0.43,37.54,12.38,37.99
0.00,-1.01,0.01,0.67,1.89,0.43,37.54,12.38,37.99
0.00,-1.02,0.01,1.77,1.95,0.43,37.54,12.38,37.99
0.00,-1.02,0.01,1.77,1.95,0.43,37.54,12.38,37.99
0.00,-1.02,0.01,2.87,1.77,0.67,37.54,12.38,37.99
0.00,-1.02,0.01,3.97,1.59,0.98,37.54,12.38,37.99
0.00,-1.02,0.01,3.97,1.59,0.98,37.54,12.38,37.99
0.01,-1.02,-0.00,4.82,1.65,1.34,37.54,12.38,37.99
0.01,-1.02,-0.00,4.82,1.65,1.34,37.54,12.38,37.99
0.01,-1.02,-0.01,4.88,1.71,1.46,37.68,12.49,36.94
0.01,-1.02,-0.01,4.21,1.59,1.53,37.68,12.49,36.94
0.01,-1.02,-0.01,4.21,1.59,1.53,37.68,12.49,36.94
0.01,-1.01,-0.00,3.48,1.59,1.46,37.68,12.49,36.94
0.01,-1.01,-0.00,3.48,1.59,1.46,37.68,12.49,36.94
0.01,-1.02,-0.01,2.93,1.53,1.22,37.68,12.49,36.94
0.01,-1.01,0.00,2.14,1.40,1.22,37.68,12.49,36.94
0.01,-1.01,0.00,2.14,1.40,1.22,37.68,12.49,36.94
0.01,-1.01,0.01,2.14,1.40,1.16,37.68,12.49,36.94
0.01,-1.01,0.01,2.14,1.40,1.16,37.68,12.49,36.94
0.01,-1.01,0.01,2.87,1.83,1.04,37.89,12.78,37.84
0.01,-1.02,-0.00,3.48,1.83,0.85,37.89,12.78,37.84
0.01,-1.02,-0.00,3.48,1.83,0.85,37.89,12.78,37.84
0.01,-1.02,-0.01,3.36,1.71,0.92,37.89,12.78,37.84
0.01,-1.02,-0.01,2.69,1.22,1.40,37.89,12.78,37.84
0.01,-1.02,-0.00,2.69,1.22,1.40,37.89,12.78,37.84
0.01,-1.01,0.00,2.38,1.10,1.53,37.89,12.78,37.84
0.01,-1.01,0.00,2.38,1.10,1.53,37.89,12.78,37.84
0.01,-1.01,0.01,2.75,1.10,1.46,37.89,12.78,37.84
0.01,-1.01,0.01,3.36,1.16,1.40,37.89,12.78,37.84
0.01,-1.02,0.00,3.36,1.16,1.40,38.00,12.54,36.80
0.01,-1.02,-0.00,3.85,1.34,1.40,38.00,12.54,36.80
0.01,-1.02,-0.00,3.85,1.34,1.40,38.00,12.54,36.80
0.01,-1.02,-0.00,3.72,1.16,1.46,38.00,12.54,36.80
0.01,-1.01,-0.01,3.78,1.22,1.22,38.00,12.54,36.80
0.01,-1.01,-0.01,3.78,1.22,1.22,38.00,12.54,36.80
0.01,-1.01,0.00,3.11,1.10,1.10,38.00,12.54,36.80
0.01,-1.01,0.00,3.11,1.10,1.10,38.00,12.54,36.80
0.01,-1.01,-0.00,2.93,1.53,0.49,38.00,12.54,36.80
0.01,-1.02,-0.01,2.75,1.71,0.06,38.00,12.54,36.80
0.01,-1.02,-0.01,2.75,1.71,0.06,38.23,13.21,36.17
0.01,-1.02,-0.00,1.95,1.77,-0.18,38.23,13.21,36.17
0.01,-1.02,-0.00,1.34,1.89,-0.55,38.23,13.21,36.17
0.01,-1.02,-0.00,1.34,1.89,-0.55,38.23,13.21,36.17
0.01,-1.02,-0.00,0.85,1.83,-0.61,38.23,13.21,36.17
0.01,-1.02,-0.00,0.85,1.83,-0.61,38.23,13.21,36.17
0.01,-1.01,0.00,0.92,1.59,-0.49,38.23,13.21,36.17
0.01,-1.01,0.00,0.98,1.53,-0.55,38.23,13.21,36.17
0.01,-1.01,0.00,0.98,1.53,-0.55,38.23,13.21,36.17
0.01,-1.02,-0.00,1.28,1.46,-0.67,38.23,13.21,36.17
0.01,-1.02,-0.00,1.28,1.46,-0.67,38.17,12.92,36.33
0.01,-1.02,-0.00,1.16,1.16,-0.49,38.17,12.92,36.33
0.01,-1.02,-0.00,0.79,0.92,-0.49,38.17,12.92,36.33
0.01,-1.02,-0.00,0.79,0.92,-0.49,38.17,12.92,36.33
0.00,-1.02,0.00,0.79,0.37,-0.06,38.17,12.92,36.33
0.00,-1.02,0.00,0.79,0.37,-0.06,38.17,12.92,36.33
0.01,-1.01,0.01,0.49,0.31,0.24,38.17,12.92,36.33
0.01,-1.01,0.01,1.16,0.12,0.43,38.17,12.92,36.33
0.01,-1.01,0.01,1.16,0.12,0.43,38.17,12.92,36.33
0.01,-1.01,0.01,2.26,0.31,0.61,38.17,12.92,36.33
0.01,-1.01,0.01,2.26,0.31,0.61,37.66,13.38,35.85
0.01,-1.03,-0.00,3.30,0.55,0.43,37.66,13.38,35.85
0.01,-1.01,0.01,3.23,0.98,0.06,37.66,13.38,35.85
0.01,-1.01,0.01,3.23,0.98,0.06,37.66,13.38,35.85
0.01,-1.02,0.01,3.97,1.34,-0.06,37.66,13.38,35.85
0.01,-1.02,-0.01,4.46,1.28,0.00,37.66,13.38,35.85
0.01,-1.02,-0.01,4.46,1.28,0.00,37.66,13.38,35.85
0.01,-1.02,0.00,3.72,1.04,-0.06,37.66,13.38,35.85
0.01,-1.02,0.00,3.72,1.04,-0.06,37.66,13.38,35.85
0.01,-1.01,-0.00,3.17,1.10,0.00,37.66,13.38,35.85
0.01,-1.01,-0.00,2.81,1.04,-0.06,37.51,12.62,37.04
0.01,-1.02,-0.00,2.81,1.04,-0.06,37.51,12.62,37.04
0.00,-1.02,0.01,1.77,1.10,0.06,37.51,12.62,37.04
0.00,-1.02,0.01,2.32,0.79,0.43,37.51,12.62,37.04
0.00,-1.02,0.01,2.32,0.79,0.43,37.51,12.62,37.04
0.00,-1.01,0.01,3.36,0.79,0.67,37.51,12.62,37.04
0.00,-1.01,0.01,3.36,0.79,0.67,37.51,12.62,37.04
0.01,-1.01,0.00,4.64,1.04,0.92,37.51,12.62,37.04
0.01,-1.01,0.00,4.64,1.04,0.92,37.51,12.62,37.04
0.01,-1.02,-0.01,5.07,1.04,1.04,37.51,12.62,37.04
0.01,-1.01,-0.00,4.64,0.61,1.16,37.45,13.04,36.18
0.01,-1.01,-0.00,4.64,0.61,1.16,37.45,13.04,36.18
0.01,-1.01,-0.01,4.15,0.37,1.04,37.45,13.04,36.18
0.01,-1.02,-0.01,3.66,0.06,0.79,37.45,13.04,36.18
0.01,-1.02,-0.01,3.66,0.06,0.79,37.45,13.04,36.18
0.01,-1.02,-0.01,2.44,0.06,0.79,37.45,13.04,36.18
0.01,-1.02,-0.01,2.44,0.06,0.79,37.45,13.04,36.18
0.01,-1.01,0.00,1.10,0.00,0.49,37.45,13.04,36.18
0.04,-1.00,-0.02,0.55,-0.06,0.12,37.45,13.04,36.18
0.04,-1.00,-0.02,0.55,-0.06,0.12,37.45,13.04,36.18
-0.01,-1.00,0.08,-0.06,-3.23,-1.71,37.11,12.59,35.63
-0.01,-1.00,0.08,0.00,-1.83,-2.08,37.11,12.59,35.63
0.02,-1.01,-0.03,0.00,-1.83,-2.08,37.11,12.59,35.63
0.00,-1.01,0.02,-1.10,-2.20,-2.14,37.11,12.59,35.63
0.00,-1.01,0.02,-1.10,-2.20,-2.14,37.11,12.59,35.63
0.01,-1.02,-0.01,-0.61,-2.20,-2.38,37.11,12.59,35.63
0.01,-1.02,-0.01,-0.49,-2.50,-2.81,37.11,12.59,35.63
0.00,-1.02,0.01,-0.49,-2.50,-2.81,37.11,12.59,35.63
0.00,-1.01,0.01,-0.85,-2.75,-2.81,37.11,12.59,35.63
0.00,-1.01,0.01,-0.85,-2.75,-2.81,37.11,12.59,35.63
0.00,-1.01,0.01,-0.67,-2.14,-2.75,37.19,13.01,35.64
0.00,-1.02,0.01,0.12,-2.14,-2.75,37.19,13.01,35.64
0.00,-1.02,0.01,0.12,-2.14,-2.75,37.19,13.01,35.64
-0.00,-1.02,0.02,0.92,-1.83,-2.62,37.19,13.01,35.64
-0.00,-1.02,0.02,0.92,-1.83,-2.62,37.19,13.01,35.64
-0.00,-1.02,0.02,1.89,-1.04,-2.08,37.19,13.01,35.64
-0.00,-1.01,0.02,3.11,-0.73,-1.53,37.19,13.01,35.64
-0.00,-1.01,0.02,3.11,-0.73,-1.53,37.19,13.01,35.64
0.00,-1.01,0.01,4.33,-0.31,-1.16,37.19,13.01,35.64
0.00,-1.01,0.01,4.33,-0.31,-1.16,37.19,13.01,35.64
-0.00,-1.02,-0.01,4.94,-0.31,-1.04,37.84,13.21,37.00
0.00,-1.02,-0.01,3.66,-0.49,-0.73,37.84,13.21,37.00
0.00,-1.02,-0.01,3.66,-0.49,-0.73,37.84,13.21,37.00
0.00,-1.02,-0.00,2.26,-1.10,-0.18,37.84,13.21,37.00
0.01,-1.01,-0.01,1.46,-1.53,-0.31,37.84,13.21,37.00
0.01,-1.01,-0.01,1.46,-1.53,-0.31,37.84,13.21,37.00
0.01,-1.01,0.01,1.10,-2.69,-0.85,37.84,13.21,37.00
0.01,-1.01,0.01,1.10,-2.69,-0.85,37.84,13.21,37.00
0.01,-1.01,0.00,1.71,-3.30,-1.46,37.84,13.21,37.00
0.01,-1.01,0.00,2.08,-4.09,-1.95,37.84,13.21,37.00
0.00,-1.01,0.01,2.08,-4.09,-1.95,38.06,13.40,37.11
-0.01,-1.01,0.03,2.14,-5.19,-2.56,38.06,13.40,37.11
-0.01,-1.01,0.03,3.05,-4.88,-2.44,38.06,13.40,37.11
0.00,-1.02,0.01,3.05,-4.88,-2.44,38.06,13.40,37.11
-0.01,-1.02,0.02,4.09,-3.48,-2.08,38.06,13.40,37.11
-0.01,-1.02,0.02,4.09,-3.48,-2.08,38.06,13.40,37.11
-0.01,-1.02,0.01,4.39,-2.81,-1.83,38.06,13.40,37.11
-0.01,-1.02,0.01,4.39,-2.81,-1.83,38.06,13.40,37.11
-0.01,-1.02,0.01,4.09,-2.08,-1.34,38.06,13.40,37.11
-0.01,-1.01,0.03,3.91,-0.79,-0.98,38.06,13.40,37.11
-0.01,-1.01,0.03,3.91,-0.79,-0.98,37.74,13.48,36.84
-0.01,-1.01,0.03,5.55,1.16,-0.92,37.74,13.48,36.84
-0.01,-1.03,-0.01,7.20,3.17,-0.67,37.74,13.48,36.84
-0.01,-1.03,-0.01,7.20,3.17,-0.67,37.74,13.48,36.84
-0.01,-1.03,-0.03,6.41,3.17,0.06,37.74,13.48,36.84
-0.01,-1.03,-0.03,6.41,3.17,0.06,37.74,13.48,36.84
-0.01,-1.03,-0.02,2.56,1.71,1.16,37.74,13.48,36.84
-0.00,-1.01,0.00,-0.98,0.43,1.83,37.74,13.48,36.84
-0.00,-1.01,0.00,-0.98,0.43,1.83,37.74,13.48,36.84
0.00,-1.00,0.03,-1.77,0.37,1.83,37.74,13.48,36.84
0.00,-1.00,0.03,-1.77,0.37,1.83,37.82,13.16,36.27
0.00,-1.00,0.03,0.12,0.92,1.22,37.82,13.16,36.27
-0.00,-1.01,0.02,3.05,2.08,0.49,37.82,13.16,36.27
-0.00,-1.01,0.02,3.05,2.08,0.49,37.82,13.16,36.27
-0.00,-1.01,0.03,5.74,2.62,0.18,37.82,13.16,36.27
-0.00,-1.01,0.03,7.87,3.23,-0.06,37.82,13.16,36.27
