ax,ay,az,gx,gy,gz,mx,my,mz
-0.06,-0.49,-0.91,100.71,213.20,-60.12,8.80,4.46,43.51
-0.06,-0.49,-0.91,100.71,213.20,-60.12,8.80,4.46,43.51
-0.18,-0.38,-0.99,74.52,196.66,-31.86,8.80,4.46,43.51
-0.32,-0.27,-1.07,51.57,172.91,-10.07,8.80,4.46,43.51
-0.32,-0.27,-1.07,51.57,172.91,-10.07,8.80,4.46,43.51
-0.41,-0.16,-1.14,37.78,146.36,2.87,8.80,4.46,43.51
-0.41,-0.16,-1.14,37.78,146.36,2.87,8.80,4.46,43.51
-0.50,-0.08,-1.21,35.16,119.45,6.16,8.80,4.46,43.51
-0.57,-0.02,-1.28,41.99,94.97,0.55,8.80,4.46,43.51
-0.57,-0.02,-1.28,41.99,94.97,0.55,8.80,4.46,43.51
-0.62,0.01,-1.38,57.37,72.81,-10.38,5.25,3.80,42.52
-0.64,-0.03,-1.45,75.62,49.32,-25.82,5.25,3.80,42.52
-0.64,-0.03,-1.45,75.62,49.32,-25.82,5.25,3.80,42.52
-0.64,-0.16,-1.48,89.11,23.44,-40.65,5.25,3.80,42.52
-0.64,-0.16,-1.48,89.11,23.44,-40.65,5.25,3.80,42.52
-0.57,-0.26,-1.51,90.88,-1.22,-49.01,5.25,3.80,42.52
-0.48,-0.32,-1.52,85.27,-27.40,-46.94,5.25,3.80,42.52
-0.48,-0.32,-1.52,85.27,-27.40,-46.94,5.25,3.80,42.52
-0.51,-0.27,-1.39,71.84,-60.36,-38.88,5.25,3.80,42.52
-0.51,-0.27,-1.39,71.84,-60.36,-38.88,5.25,3.80,42.52
-0.50,-0.20,-1.31,61.04,-74.83,-29.17,7.50,0.05,42.85
-0.46,-0.25,-1.35,68.91,-67.44,-17.82,7.50,0.05,42.85
-0.46,-0.25,-1.35,68.91,-67.44,-17.82,7.50,0.05,42.85
-0.39,-0.30,-1.36,71.04,-59.08,-5.92,7.50,0.05,42.85
-0.39,-0.30,-1.36,62.68,-56.09,8.48,7.50,0.05,42.85
-0.38,-0.34,-1.40,62.68,-56.09,8.48,7.50,0.05,42.85
-0.40,-0.32,-1.47,51.57,-59.08,25.15,7.50,0.05,42.85
-0.40,-0.32,-1.47,51.57,-59.08,25.15,7.50,0.05,42.85
-0.39,-0.24,-1.52,42.05,-66.28,40.10,7.50,0.05,42.85
-0.39,-0.24,-1.52,36.87,-80.44,48.52,9.25,-1.48,42.90
-0.34,-0.18,-1.48,36.87,-80.44,48.52,9.25,-1.48,42.90
-0.28,-0.16,-1.36,34.67,-97.29,50.35,9.25,-1.48,42.90
-0.28,-0.16,-1.36,34.67,-97.29,50.35,9.25,-1.48,42.90
-0.21,-0.12,-1.22,31.92,-111.33,49.50,9.25,-1.48,42.90
-0.15,-0.11,-1.11,31.19,-118.41,48.77,9.25,-1.48,42.90
-0.15,-0.11,-1.11,31.19,-118.41,48.77,9.25,-1.48,42.90
-0.07,-0.16,-1.10,30.33,-118.23,48.40,9.25,-1.48,42.90
-0.07,-0.16,-1.10,30.33,-118.23,48.40,9.25,-1.48,42.90
-0.03,-0.20,-1.15,27.04,-117.31,50.66,9.25,-1.48,42.90
0.00,-0.20,-1.21,18.98,-116.15,56.40,12.79,-2.64,42.79
0.00,-0.20,-1.21,18.98,-116.15,56.40,12.79,-2.64,42.79
0.03,-0.15,-1.27,13.73,-119.57,60.67,12.79,-2.64,42.79
0.07,-0.15,-1.32,13.49,-127.87,59.94,12.79,-2.64,42.79
0.07,-0.15,-1.32,13.49,-127.87,59.94,12.79,-2.64,42.79
0.11,-0.19,-1.31,13.79,-140.20,55.05,12.79,-2.64,42.79
0.11,-0.19,-1.31,13.79,-140.20,55.05,12.79,-2.64,42.79
0.16,-0.25,-1.26,11.35,-155.76,49.74,12.79,-2.64,42.79
0.20,-0.30,-1.23,7.08,-173.10,46.69,12.79,-2.64,42.79
0.20,-0.30,-1.23,7.08,-173.10,46.69,12.79,-2.64,42.79
0.20,-0.30,-1.22,-2.32,-189.64,47.00,16.97,-2.95,42.75
0.23,-0.24,-1.16,-8.48,-209.29,47.42,16.97,-2.95,42.75
0.23,-0.24,-1.16,-8.48,-209.29,47.42,16.97,-2.95,42.75
0.27,-0.21,-1.06,-11.84,-225.89,45.65,16.97,-2.95,42.75
0.27,-0.21,-1.06,-11.84,-225.89,45.65,16.97,-2.95,42.75
0.30,-0.21,-1.03,-10.62,-237.30,42.30,16.97,-2.95,42.75
0.32,-0.27,-1.10,-10.38,-241.09,40.89,16.97,-2.95,42.75
0.32,-0.27,-1.10,-10.38,-241.09,40.89,16.97,-2.95,42.75
0.37,-0.34,-1.12,-10.62,-248.17,41.75,16.97,-2.95,42.75
0.37,-0.34,-1.12,-10.62,-248.17,41.75,16.97,-2.95,42.75
0.41,-0.38,-1.05,-12.15,-261.23,44.01,24.28,-3.30,42.04
0.45,-0.37,-0.93,-17.82,-271.73,48.77,24.28,-3.30,42.04
0.45,-0.37,-0.93,-17.82,-271.73,48.77,24.28,-3.30,42.04
0.50,-0.35,-0.84,-23.99,-274.96,56.34,24.28,-3.30,42.04
0.52,-0.32,-0.79,-25.70,-271.91,66.35,24.28,-3.30,42.04
0.52,-0.32,-0.79,-25.70,-271.91,66.35,24.28,-3.30,42.04
0.53,-0.27,-0.75,-19.23,-263.92,78.67,24.28,-3.30,42.04
0.53,-0.27,-0.75,-19.23,-263.92,78.67,24.28,-3.30,42.04
0.51,-0.23,-0.70,-10.07,-246.70,91.37,24.28,-3.30,42.04
0.48,-0.22,-0.67,-1.59,-225.16,102.66,24.28,-3.30,42.04
0.48,-0.22,-0.67,-1.59,-225.16,102.66,30.33,-3.26,38.09
0.44,-0.18,-0.62,5.62,-205.14,112.55,30.33,-3.26,38.09
0.44,-0.15,-0.54,16.60,-185.91,119.20,30.33,-3.26,38.09
0.44,-0.15,-0.54,16.60,-185.91,119.20,30.33,-3.26,38.09
0.46,-0.10,-0.43,28.14,-167.05,123.05,30.33,-3.26,38.09
0.46,-0.10,-0.43,28.14,-167.05,123.05,30.33,-3.26,38.09
0.45,-0.10,-0.48,37.84,-147.52,122.44,30.33,-3.26,38.09
0.45,-0.11,-0.57,27.83,-132.32,123.72,30.33,-3.26,38.09
0.45,-0.11,-0.57,27.83,-132.32,123.72,30.33,-3.26,38.09
0.45,-0.04,-0.65,-3.17,-137.57,133.30,30.33,-3.26,38.09
0.45,-0.04,-0.65,-3.17,-137.57,133.30,32.13,-6.14,35.17
0.48,0.09,-0.67,-38.76,-154.85,144.90,32.13,-6.14,35.17
0.48,0.19,-0.60,-51.94,-174.99,153.32,32.13,-6.14,35.17
0.48,0.19,-0.60,-51.94,-174.99,153.32,32.13,-6.14,35.17
0.45,0.25,-0.50,-46.81,-190.67,155.82,32.13,-6.14,35.17
0.48,0.24,-0.38,-43.27,-194.76,153.50,32.13,-6.14,35.17
0.48,0.24,-0.38,-43.27,-194.76,153.50,32.13,-6.14,35.17
0.51,0.19,-0.30,-35.22,-191.10,150.33,32.13,-6.14,35.17
0.51,0.19,-0.30,-35.22,-191.10,150.33,32.13,-6.14,35.17
0.50,0.11,-0.24,-19.84,-184.14,154.30,32.13,-6.14,35.17
0.48,0.03,-0.19,-6.65,-174.50,159.12,33.02,-8.51,33.52
0.48,0.03,-0.19,-6.65,-174.50,159.12,33.02,-8.51,33.52
0.48,-0.01,-0.18,0.37,-161.87,163.64,33.02,-8.51,33.52
0.47,-0.04,-0.25,2.44,-150.88,172.00,33.02,-8.51,33.52
0.47,-0.04,-0.25,2.44,-150.88,172.00,33.02,-8.51,33.52
0.35,0.16,-0.33,2.08,-149.90,194.15,33.02,-8.51,33.52
0.35,0.16,-0.33,2.08,-149.90,194.15,33.02,-8.51,33.52
0.41,0.43,-0.16,-4.58,-167.72,215.21,33.02,-8.51,33.52
0.39,0.51,-0.05,-19.35,-178.16,209.72,33.02,-8.51,33.52
0.39,0.51,-0.05,-19.35,-178.16,209.72,33.02,-8.51,33.52
0.37,0.49,-0.05,-30.40,-176.45,197.75,31.99,-12.06,29.79
0.37,0.49,-0.05,-35.34,-180.73,196.53,31.99,-12.06,29.79
0.38,0.49,-0.02,-35.34,-180.73,196.53,31.99,-12.06,29.79
0.46,0.58,0.05,-34.06,-188.35,203.86,31.99,-12.06,29.79
0.46,0.58,0.05,-34.06,-188.35,203.86,31.99,-12.06,29.79
0.47,0.67,0.19,-33.26,-190.73,200.74,31.99,-12.06,29.79
0.39,0.71,0.34,-18.92,-182.86,192.50,31.99,-12.06,29.79
0.39,0.71,0.34,-18.92,-182.86,192.50,31.99,-12.06,29.79
0.37,0.78,0.46,-0.61,-167.97,183.47,31.99,-12.06,29.79
0.37,0.78,0.46,-0.61,-167.97,183.47,30.46,-14.97,27.71
0.38,0.84,0.52,14.40,-152.04,165.89,30.46,-14.97,27.71
0.47,0.82,0.61,20.51,-135.50,143.80,30.46,-14.97,27.71
0.47,0.82,0.61,20.51,-135.50,143.80,30.46,-14.97,27.71
0.38,0.89,0.49,13.12,-116.46,123.11,30.46,-14.97,27.71
0.55,1.03,0.42,12.76,-110.29,105.22,30.46,-14.97,27.71
0.55,1.03,0.42,12.76,-110.29,105.22,30.46,-14.97,27.71
0.44,0.83,0.48,10.56,-131.16,67.44,30.46,-14.97,27.71
0.44,0.83,0.48,10.56,-131.16,67.44,30.46,-14.97,27.71
0.48,0.83,0.62,10.38,-148.25,59.02,30.46,-14.97,27.71
0.53,0.89,0.76,8.91,-152.34,65.92,29.26,-16.16,26.43
0.53,0.89,0.76,8.91,-152.34,65.92,29.26,-16.16,26.43
0.53,0.97,0.83,11.66,-143.07,69.52,29.26,-16.16,26.43
0.53,1.04,0.84,14.16,-126.46,63.96,29.26,-16.16,26.43
0.53,1.04,0.84,14.16,-126.46,63.96,29.26,-16.16,26.43
0.54,0.94,0.80,17.27,-109.19,49.80,29.26,-16.16,26.43
0.54,0.94,0.80,17.27,-109.19,49.80,29.26,-16.16,26.43
0.56,0.88,0.77,18.92,-98.39,40.41,29.26,-16.16,26.43
0.57,0.94,0.77,17.40,-86.91,39.18,29.26,-16.16,26.43
0.57,0.94,0.77,17.40,-86.91,39.18,29.26,-16.16,26.43
0.55,0.98,0.74,20.94,-69.70,37.35,29.30,-17.38,24.17
0.56,0.99,0.68,31.49,-52.92,30.94,29.30,-17.38,24.17
0.56,0.99,0.68,31.49,-52.92,30.94,29.30,-17.38,24.17
0.56,0.99,0.65,38.76,-40.34,22.83,29.30,-17.38,24.17
0.56,0.99,0.65,38.76,-40.34,22.83,29.30,-17.38,24.17
0.56,0.94,0.63,44.13,-28.93,16.54,29.30,-17.38,24.17
0.56,0.92,0.60,45.53,-19.10,11.47,29.30,-17.38,24.17
0.56,0.92,0.60,45.53,-19.10,11.47,29.30,-17.38,24.17
0.57,0.90,0.60,40.28,-15.14,8.00,29.30,-17.38,24.17
0.57,0.90,0.60,40.28,-15.14,8.00,29.30,-17.38,24.17
0.59,0.83,0.57,27.83,-11.60,4.15,28.82,-17.11,23.10
0.59,0.76,0.55,18.13,-13.00,2.38,28.82,-17.11,23.10
0.59,0.76,0.55,18.13,-13.00,2.38,28.82,-17.11,23.10
0.58,0.74,0.57,5.00,-16.42,4.39,28.82,-17.11,23.10
0.56,0.79,0.62,-1.71,-17.03,5.98,28.82,-17.11,23.10
0.56,0.79,0.62,-1.71,-17.03,5.98,28.82,-17.11,23.10
0.54,0.87,0.71,-0.06,-10.68,6.29,28.82,-17.11,23.10
0.54,0.87,0.71,-0.06,-10.68,6.29,28.82,-17.11,23.10
0.56,0.95,0.86,8.67,-0.24,2.56,28.82,-17.11,23.10
0.53,1.04,0.93,18.49,14.95,-3.91,28.60,-17.59,22.66
0.53,1.04,0.93,18.49,14.95,-3.91,28.60,-17.59,22.66
0.53,1.08,0.94,20.75,33.75,-13.31,28.60,-17.59,22.66
0.55,1.05,0.92,18.98,55.24,-25.94,28.60,-17.59,22.66
0.55,1.05,0.92,18.98,55.24,-25.94,28.60,-17.59,22.66
0.57,1.01,0.87,15.87,75.99,-35.64,28.60,-17.59,22.66
0.57,1.01,0.87,15.87,75.99,-35.64,28.60,-17.59,22.66
0.55,1.05,0.81,1.46,91.25,-41.02,28.60,-17.59,22.66
0.53,1.10,0.69,-19.10,101.56,-45.35,28.60,-17.59,22.66
0.53,1.10,0.69,-19.10,101.56,-45.35,28.60,-17.59,22.66
0.54,1.21,0.30,-44.74,104.31,-54.02,29.68,-17.14,24.62
0.54,1.21,0.30,-76.35,71.35,-74.83,29.68,-17.14,24.62
0.46,1.11,0.29,-76.35,71.35,-74.83,29.68,-17.14,24.62
0.45,1.10,0.33,-97.84,44.86,-85.51,29.68,-17.14,24.62
0.45,1.10,0.33,-97.84,44.86,-85.51,29.68,-17.14,24.62
0.43,1.00,0.27,-97.23,44.62,-96.44,29.68,-17.14,24.62
0.45,0.87,0.11,-88.38,44.01,-112.30,29.68,-17.14,24.62
0.45,0.87,0.11,-88.38,44.01,-112.30,29.68,-17.14,24.62
0.49,0.77,0.15,-84.47,26.55,-126.95,29.68,-17.14,24.62
0.49,0.77,0.15,-84.47,26.55,-126.95,29.68,-17.14,24.62
0.48,0.76,0.27,-83.25,7.57,-140.87,32.18,-13.28,26.94
0.48,0.85,0.47,-77.39,2.32,-151.92,32.18,-13.28,26.94
0.48,0.85,0.47,-77.39,2.32,-151.92,32.18,-13.28,26.94
0.53,0.90,0.64,-66.77,12.08,-169.92,32.18,-13.28,26.94
0.57,0.85,0.68,-49.32,31.86,-192.38,32.18,-13.28,26.94
0.57,0.85,0.68,-49.32,31.86,-192.38,32.18,-13.28,26.94
0.63,0.75,0.83,-27.59,55.85,-209.41,32.18,-13.28,26.94
0.63,0.75,0.83,-27.59,55.85,-209.41,32.18,-13.28,26.94
0.64,0.63,0.72,-8.30,90.52,-217.65,32.18,-13.28,26.94
0.61,0.51,0.48,0.43,115.48,-218.20,32.18,-13.28,26.94
0.61,0.51,0.48,0.43,115.48,-218.20,35.69,-8.67,28.93
0.63,0.44,0.41,-9.83,122.44,-213.44,35.69,-8.67,28.93
0.62,0.44,0.23,-24.23,123.41,-207.70,35.69,-8.67,28.93
0.62,0.44,0.23,-24.23,123.41,-207.70,35.69,-8.67,28.93
0.67,0.42,0.21,-42.30,119.14,-201.78,35.69,-8.67,28.93
0.67,0.42,0.21,-42.30,119.14,-201.78,35.69,-8.67,28.93
0.59,0.35,0.01,-58.35,115.23,-198.91,35.69,-8.67,28.93
0.59,0.25,-0.10,-71.23,103.88,-193.18,35.69,-8.67,28.93
0.59,0.25,-0.10,-71.23,103.88,-193.18,35.69,-8.67,28.93
0.55,0.10,-0.20,-76.35,81.73,-187.81,35.69,-8.67,28.93
0.55,0.10,-0.20,-76.35,81.73,-187.81,37.61,-3.15,31.41
0.63,-0.16,-0.26,-77.70,67.57,-182.80,37.61,-3.15,31.41
0.69,-0.39,-0.33,-77.58,57.98,-172.06,37.61,-3.15,31.41
0.69,-0.39,-0.33,-77.58,57.98,-172.06,37.61,-3.15,31.41
0.71,-0.45,-0.48,-82.58,52.67,-154.48,37.61,-3.15,31.41
0.70,-0.39,-0.67,-110.66,38.51,-141.66,37.61,-3.15,31.41
0.70,-0.39,-0.67,-110.66,38.51,-141.66,37.61,-3.15,31.41
0.77,-0.56,-0.58,-192.14,1.40,-136.35,37.61,-3.15,31.41
0.77,-0.56,-0.58,-192.14,1.40,-136.35,37.61,-3.15,31.41
0.87,-0.59,-0.32,-289.79,-42.79,-121.52,37.61,-3.15,31.41
0.91,-0.43,0.00,-336.61,-72.02,-99.79,38.53,5.82,32.58
0.91,-0.43,0.00,-336.61,-72.02,-99.79,38.53,5.82,32.58
0.91,-0.24,0.29,-273.56,-75.38,-76.84,38.53,5.82,32.58
0.88,-0.06,0.22,-153.08,-50.90,-59.45,38.53,5.82,32.58
0.88,-0.06,0.22,-153.08,-50.90,-59.45,38.53,5.82,32.58
0.86,0.09,-0.02,-84.90,-17.52,-57.25,38.53,5.82,32.58
0.86,0.09,-0.02,-84.90,-17.52,-57.25,38.53,5.82,32.58
0.86,0.14,-0.11,-72.45,-7.63,-68.73,38.53,5.82,32.58
0.90,0.22,-0.03,-70.07,-12.94,-81.30,38.53,5.82,32.58
0.90,0.22,-0.03,-70.07,-12.94,-81.30,38.53,5.82,32.58
0.91,0.28,0.03,-51.94,-10.68,-93.08,38.84,9.95,32.28
0.90,0.24,0.06,-21.06,-0.12,-106.32,38.84,9.95,32.28
0.90,0.24,0.06,-21.06,-0.12,-106.32,38.84,9.95,32.28
0.86,0.14,-0.02,10.38,11.54,-120.61,38.84,9.95,32.28
0.86,0.14,-0.02,10.38,11.54,-120.61,38.84,9.95,32.28
0.82,0.14,-0.06,35.58,16.17,-127.56,38.84,9.95,32.28
0.76,0.19,-0.09,45.41,17.52,-131.53,38.84,9.95,32.28
0.76,0.19,-0.09,45.41,17.52,-131.53,38.84,9.95,32.28
0.76,0.20,-0.07,55.30,18.68,-137.63,38.84,9.95,32.28
0.76,0.20,-0.07,55.30,18.68,-137.63,38.84,9.95,32.28
0.81,0.17,-0.03,59.39,20.75,-145.57,39.09,13.20,32.30
0.80,0.15,0.05,39.43,20.81,-155.15,39.09,13.20,32.30
0.80,0.15,0.05,39.43,20.81,-155.15,39.09,13.20,32.30
0.69,0.27,0.09,-6.29,23.44,-162.23,39.09,13.20,32.30
0.68,0.33,0.14,-44.98,26.12,-174.87,39.09,13.20,32.30
0.68,0.33,0.14,-44.98,26.12,-174.87,39.09,13.20,32.30
0.64,0.21,0.12,-56.58,28.93,-196.41,39.09,13.20,32.30
0.64,0.21,0.12,-56.58,28.93,-196.41,39.09,13.20,32.30
0.59,0.04,0.04,-47.79,34.97,-216.61,39.09,13.20,32.30
0.54,-0.11,-0.02,-41.81,39.43,-231.75,37.01,19.84,32.86
0.54,-0.11,-0.02,-41.81,39.43,-231.75,37.01,19.84,32.86
0.52,-0.23,-0.02,-31.68,37.41,-239.87,37.01,19.84,32.86
0.50,-0.33,0.05,-20.63,33.87,-240.91,37.01,19.84,32.86
0.50,-0.33,0.05,-20.63,33.87,-240.91,37.01,19.84,32.86
0.49,-0.41,0.13,-6.35,34.30,-239.01,37.01,19.84,32.86
0.49,-0.41,0.13,-6.35,34.30,-239.01,37.01,19.84,32.86
0.50,-0.46,0.21,7.69,43.40,-235.66,37.01,19.84,32.86
0.43,-0.51,0.23,18.92,60.36,-231.81,37.01,19.84,32.86
0.43,-0.51,0.23,18.92,60.36,-231.81,37.01,19.84,32.86
0.35,-0.34,0.35,23.38,83.01,-229.06,32.53,24.93,33.70
0.34,-0.09,0.52,72.08,108.95,-227.54,32.53,24.93,33.70
0.34,-0.09,0.52,72.08,108.95,-227.54,32.53,24.93,33.70
0.21,-0.84,-0.10,151.00,153.87,-238.40,32.53,24.93,33.70
0.21,-0.84,-0.10,151.00,153.87,-238.40,32.53,24.93,33.70
0.24,-1.13,-0.47,106.02,187.93,-241.64,32.53,24.93,33.70
0.29,-1.29,-0.55,55.24,182.56,-226.99,32.53,24.93,33.70
0.29,-1.29,-0.55,55.24,182.56,-226.99,32.53,24.93,33.70
0.37,-1.24,-0.46,47.42,159.73,-197.20,32.53,24.93,33.70
0.37,-1.24,-0.46,47.42,159.73,-197.20,32.53,24.93,33.70
0.35,-1.15,-0.39,53.10,148.74,-163.82,25.23,26.46,38.61
0.36,-1.05,-0.33,57.74,152.10,-139.47,25.23,26.46,38.61
0.36,-1.05,-0.33,57.74,152.10,-139.47,25.23,26.46,38.61
0.37,-1.05,-0.27,61.28,157.65,-125.92,25.23,26.46,38.61
0.40,-1.01,-0.24,58.41,162.84,-113.16,25.23,26.46,38.61
0.40,-1.01,-0.24,58.41,162.84,-113.16,25.23,26.46,38.61
0.43,-1.01,-0.27,37.17,165.34,-102.84,25.23,26.46,38.61
0.43,-1.01,-0.27,37.17,165.34,-102.84,25.23,26.46,38.61
0.42,-0.94,-0.31,5.31,162.66,-96.68,25.23,26.46,38.61
0.36,-0.89,-0.36,-18.86,152.28,-95.83,25.23,26.46,38.61
0.36,-0.89,-0.36,-18.86,152.28,-95.83,19.08,26.72,39.97
0.29,-0.88,-0.38,-36.99,141.30,-101.20,19.08,26.72,39.97
0.21,-0.87,-0.46,-47.18,133.18,-108.70,19.08,26.72,39.97
0.21,-0.87,-0.46,-47.18,133.18,-108.70,19.08,26.72,39.97
0.15,-0.84,-0.55,-50.90,126.04,-122.07,19.08,26.72,39.97
0.15,-0.84,-0.55,-50.90,126.04,-122.07,19.08,26.72,39.97
0.16,-0.91,-0.56,-48.22,117.07,-147.16,19.08,26.72,39.97
0.14,-1.15,-0.56,-42.85,109.80,-176.15,19.08,26.72,39.97
0.14,-1.15,-0.56,-42.85,109.80,-176.15,19.08,26.72,39.97
0.15,-1.30,-0.59,-44.98,103.94,-185.61,13.07,29.54,39.06
0.18,-1.25,-0.55,-58.59,92.83,-172.61,13.07,29.54,39.06
0.18,-1.25,-0.55,-58.59,92.83,-172.61,13.07,29.54,39.06
0.12,-1.19,-0.46,-71.72,76.78,-159.67,13.07,29.54,39.06
0.12,-1.19,-0.46,-71.72,76.78,-159.67,13.07,29.54,39.06
0.09,-1.08,-0.37,-68.30,68.36,-153.99,13.07,29.54,39.06
0.05,-1.27,-0.43,-68.30,68.36,-153.99,13.07,29.54,39.06
0.09,-1.31,-0.41,-52.86,78.55,-134.77,13.07,29.54,39.06
0.09,-1.31,-0.41,-52.86,78.55,-134.77,13.07,29.54,39.06
0.06,-1.39,-0.49,-55.48,86.98,-120.85,13.07,29.54,39.06
0.06,-1.39,-0.49,-57.80,89.17,-102.97,8.78,31.70,38.40
0.04,-1.32,-0.41,-57.80,89.17,-102.97,8.78,31.70,38.40
0.06,-1.47,-0.39,-64.09,94.91,-86.18,8.78,31.70,38.40
0.06,-1.47,-0.39,-73.18,103.33,-61.46,8.78,31.70,38.40
0.07,-1.51,-0.45,-73.18,103.33,-61.46,8.78,31.70,38.40
0.04,-1.53,-0.53,-90.94,107.06,-31.07,8.78,31.70,38.40
0.04,-1.53,-0.53,-90.94,107.06,-31.07,8.78,31.70,38.40
0.05,-1.55,-0.58,-103.52,103.09,-6.84,8.78,31.70,38.40
0.05,-1.55,-0.58,-106.87,93.38,16.54,8.78,31.70,38.40
0.01,-1.55,-0.59,-106.87,93.38,16.54,8.78,31.70,38.40
-0.10,-1.61,-0.63,-99.55,83.37,40.77,5.93,33.81,36.96
-0.10,-1.61,-0.63,-83.62,72.63,71.17,5.93,33.81,36.96
-0.05,-1.66,-0.69,-83.62,72.63,71.17,5.93,33.81,36.96
0.05,-1.63,-0.64,-70.31,59.69,106.69,5.93,33.81,36.96
0.05,-1.63,-0.64,-70.31,59.69,106.69,5.93,33.81,36.96
0.07,-1.64,-0.61,-68.60,51.09,136.96,5.93,33.81,36.96
0.07,-1.64,-0.61,-70.56,48.10,172.36,5.93,33.81,36.96
0.08,-1.54,-0.54,-70.56,48.10,172.36,5.93,33.81,36.96
0.12,-1.42,-0.49,-66.96,48.40,202.33,5.93,33.81,36.96
0.12,-1.42,-0.49,-66.96,48.40,202.33,8.81,36.45,34.57
0.13,-1.34,-0.35,-58.35,47.67,221.98,8.81,36.45,34.57
0.37,-0.99,-0.49,-57.13,54.32,230.59,8.81,36.45,34.57
0.37,-0.99,-0.49,-57.13,54.32,230.59,8.81,36.45,34.57
0.33,-0.94,-0.71,-45.17,32.41,210.45,8.81,36.45,34.57
0.33,-0.94,-0.71,-9.83,-41.99,193.60,8.81,36.45,34.57
0.28,-0.91,-0.39,-9.83,-41.99,193.60,8.81,36.45,34.57
0.27,-0.89,-0.05,15.62,-86.43,177.00,8.81,36.45,34.57
0.27,-0.89,-0.05,15.62,-86.43,177.00,8.81,36.45,34.57
0.31,-0.86,0.13,17.88,-74.28,157.23,8.81,36.45,34.57
0.31,-0.86,0.13,9.34,-30.82,136.66,13.73,36.39,32.81
0.31,-0.89,0.18,9.34,-30.82,136.66,13.73,36.39,32.81
0.39,-0.94,0.14,3.54,20.02,128.60,13.73,36.39,32.81
0.39,-0.94,0.14,9.28,64.09,133.54,13.73,36.39,32.81
0.47,-0.94,0.02,9.28,64.09,133.54,13.73,36.39,32.81
0.50,-0.90,-0.09,22.16,89.05,141.36,13.73,36.39,32.81
0.50,-0.90,-0.09,22.16,89.05,141.36,13.73,36.39,32.81
0.52,-0.86,-0.14,36.93,98.94,145.81,13.73,36.39,32.81
0.52,-0.86,-0.14,46.57,103.15,147.64,13.73,36.39,32.81
0.57,-0.82,-0.19,46.57,103.15,147.64,13.73,36.39,32.81
0.62,-0.80,-0.32,46.20,101.26,146.18,15.38,36.15,34.91
0.62,-0.80,-0.32,44.80,80.57,146.06,15.38,36.15,34.91
0.65,-0.76,-0.40,44.80,80.57,146.06,15.38,36.15,34.91
0.63,-0.75,-0.39,48.77,43.09,147.52,15.38,36.15,34.91
0.63,-0.75,-0.39,48.77,43.09,147.52,15.38,36.15,34.91
0.62,-0.67,-0.26,53.41,5.25,150.33,15.38,36.15,34.91
