ax,ay,az,gx,gy,gz,mx,my,mz
-0.07,-0.04,-1.03,6.84,4.94,4.76,47.73,-24.54,0.88
-0.07,-0.04,-1.03,7.20,4.52,5.13,47.73,-24.54,0.88
-0.07,-0.02,-1.02,7.20,4.52,5.13,47.73,-24.54,0.88
-0.08,0.00,-1.02,6.35,4.64,5.13,47.73,-24.54,0.88
-0.08,0.00,-1.02,6.35,4.64,5.13,47.73,-24.54,0.88
-0.09,0.01,-1.02,6.04,5.43,4.39,47.73,-24.54,0.88
-0.09,0.01,-1.02,6.04,5.43,4.39,47.73,-24.54,0.88
-0.09,0.01,-1.02,5.98,6.47,3.17,47.73,-24.54,0.88
-0.09,0.01,-1.02,4.82,7.45,2.08,47.73,-24.54,0.88
-0.09,0.01,-1.02,4.82,7.45,2.08,47.73,-24.54,0.88
-0.10,0.01,-1.03,4.27,8.24,1.04,47.85,-25.21,1.07
-0.09,-0.01,-1.02,4.76,9.03,0.06,47.85,-25.21,1.07
-0.09,-0.01,-1.02,4.76,9.03,0.06,47.85,-25.21,1.07
-0.09,-0.02,-1.01,5.00,8.97,-0.37,47.85,-25.21,1.07
-0.09,-0.02,-1.01,5.00,8.97,-0.37,47.85,-25.21,1.07
-0.10,-0.02,-1.01,4.88,9.34,-0.31,47.85,-25.21,1.07
-0.10,-0.02,-1.03,5.86,9.34,-0.12,47.85,-25.21,1.07
-0.10,-0.02,-1.03,5.86,9.34,-0.12,47.85,-25.21,1.07
-0.10,-0.02,-1.04,7.57,8.61,-0.24,47.85,-25.21,1.07
-0.10,-0.02,-1.04,7.57,8.61,-0.24,47.85,-25.21,1.07
-0.11,-0.03,-1.06,10.25,7.08,-0.24,47.47,-25.62,0.38
-0.11,-0.03,-1.08,12.15,5.49,0.37,47.47,-25.62,0.38
-0.11,-0.03,-1.08,12.15,5.49,0.37,47.47,-25.62,0.38
-0.11,-0.01,-1.09,11.96,3.60,1.22,47.47,-25.62,0.38
-0.11,-0.01,-1.09,9.22,1.77,1.53,47.47,-25.62,0.38
-0.11,0.03,-1.07,9.22,1.77,1.53,47.47,-25.62,0.38
-0.11,0.05,-1.04,6.16,0.98,0.55,47.47,-25.62,0.38
-0.11,0.05,-1.04,6.16,0.98,0.55,47.47,-25.62,0.38
-0.11,0.04,-1.01,4.76,1.53,-0.85,47.47,-25.62,0.38
-0.11,0.04,-1.01,3.97,2.75,-2.01,47.47,-25.62,0.38
-0.10,0.02,-0.99,3.97,2.75,-2.01,47.45,-25.52,0.44
-0.10,-0.00,-1.00,2.69,4.58,-2.56,47.45,-25.52,0.44
-0.10,-0.00,-1.00,2.69,4.58,-2.56,47.45,-25.52,0.44
-0.10,-0.01,-1.02,1.46,6.10,-2.20,47.45,-25.52,0.44
-0.11,-0.01,-1.04,0.55,6.41,-1.40,47.45,-25.52,0.44
-0.11,-0.01,-1.04,0.55,6.41,-1.40,47.45,-25.52,0.44
-0.11,-0.03,-1.06,0.37,5.74,-1.04,47.45,-25.52,0.44
-0.11,-0.03,-1.06,0.37,5.74,-1.04,47.45,-25.52,0.44
-0.11,-0.04,-1.06,0.31,4.58,0.12,47.45,-25.52,0.44
-0.11,-0.03,-1.04,-0.98,2.93,1.71,48.29,-25.44,0.29
-0.11,-0.03,-1.04,-0.98,2.93,1.71,48.29,-25.44,0.29
-0.11,-0.01,-1.04,-2.32,2.44,2.62,48.29,-25.44,0.29
-0.11,-0.01,-1.04,-3.48,1.95,2.75,48.29,-25.44,0.29
-0.11,0.02,-1.03,-3.48,1.95,2.75,48.29,-25.44,0.29
-0.10,0.02,-1.02,-3.97,1.46,1.83,48.29,-25.44,0.29
-0.10,0.02,-1.02,-3.97,1.46,1.83,48.29,-25.44,0.29
-0.09,0.02,-1.02,-2.93,1.04,0.92,48.29,-25.44,0.29
-0.09,0.02,-1.02,-0.79,1.10,0.06,48.29,-25.44,0.29
-0.10,0.00,-1.02,-0.79,1.10,0.06,48.29,-25.44,0.29
-0.11,-0.02,-1.00,0.79,0.92,-0.55,47.95,-26.04,1.59
-0.11,-0.02,-1.00,0.79,0.92,-0.55,47.95,-26.04,1.59
-0.11,-0.04,-1.02,2.26,0.92,-0.67,47.95,-26.04,1.59
-0.12,-0.05,-1.04,2.81,0.61,0.12,47.95,-26.04,1.59
-0.12,-0.05,-1.04,2.81,0.61,0.12,47.95,-26.04,1.59
-0.11,-0.06,-1.07,3.66,-0.24,1.65,47.95,-26.04,1.59
-0.11,-0.06,-1.07,3.66,-0.24,1.65,47.95,-26.04,1.59
-0.11,-0.04,-1.07,2.08,-2.20,3.30,47.95,-26.04,1.59
-0.11,-0.03,-1.07,0.06,-3.91,4.82,47.95,-26.04,1.59
-0.11,-0.03,-1.07,0.06,-3.91,4.82,47.95,-26.04,1.59
-0.10,-0.00,-1.04,-1.83,-5.43,5.74,48.23,-25.49,0.93
-0.10,0.03,-1.01,-3.66,-5.74,5.80,48.23,-25.49,0.93
-0.10,0.03,-1.01,-3.66,-5.74,5.80,48.23,-25.49,0.93
-0.10,0.03,-0.99,-4.27,-4.82,4.58,48.23,-25.49,0.93
-0.10,0.03,-0.99,-4.27,-4.82,4.58,48.23,-25.49,0.93
-0.10,-0.00,-0.99,-3.36,-3.30,3.36,48.23,-25.49,0.93
-0.10,-0.00,-0.99,-2.08,-1.65,2.75,48.23,-25.49,0.93
-0.09,-0.03,-1.00,-2.08,-1.65,2.75,48.23,-25.49,0.93
-0.10,-0.01,-1.01,-2.08,-0.67,3.05,48.23,-25.49,0.93
-0.10,-0.01,-1.01,-2.08,-0.67,3.05,48.23,-25.49,0.93
-0.10,-0.00,-1.03,-1.59,-0.18,2.87,47.75,-25.48,2.17
-0.10,-0.02,-1.04,0.12,-0.37,2.20,47.75,-25.48,2.17
-0.10,-0.02,-1.04,0.12,-0.37,2.20,47.75,-25.48,2.17
-0.10,-0.04,-1.04,0.98,-1.10,1.83,47.75,-25.48,2.17
-0.10,-0.04,-1.04,0.61,-1.83,2.26,47.75,-25.48,2.17
-0.10,-0.04,-1.03,0.61,-1.83,2.26,47.75,-25.48,2.17
-0.10,-0.03,-1.02,-1.04,-1.89,2.50,47.75,-25.48,2.17
-0.10,-0.03,-1.02,-1.04,-1.89,2.50,47.75,-25.48,2.17
-0.10,-0.01,-1.02,-1.95,-1.89,2.81,47.75,-25.48,2.17
-0.10,-0.01,-1.02,-1.95,-1.89,2.81,47.75,-25.48,2.17
-0.09,-0.01,-1.02,-0.98,-1.59,2.69,47.44,-25.20,1.90
-0.09,-0.05,-1.02,1.77,-1.34,2.50,47.44,-25.20,1.90
-0.09,-0.05,-1.02,1.77,-1.34,2.50,47.44,-25.20,1.90
-0.09,-0.01,-1.01,0.31,-1.28,2.87,47.44,-25.20,1.90
-0.09,-0.04,-1.01,0.55,-0.85,2.75,47.44,-25.20,1.90
-0.09,-0.04,-1.01,0.55,-0.85,2.75,47.44,-25.20,1.90
-0.09,-0.04,-1.02,-0.12,-0.49,3.17,47.44,-25.20,1.90
-0.09,-0.04,-1.02,-0.12,-0.49,3.17,47.44,-25.20,1.90
-0.09,-0.04,-1.03,0.98,-0.06,3.85,47.44,-25.20,1.90
-0.09,-0.02,-1.03,0.61,-0.43,4.39,47.44,-25.20,1.90
-0.09,-0.02,-1.03,0.61,-0.43,4.39,47.17,-25.10,2.99
-0.10,-0.03,-1.04,0.43,-0.31,4.39,47.17,-25.10,2.99
-0.10,-0.03,-1.04,1.53,-0.31,4.52,47.17,-25.10,2.99
-0.10,-0.01,-1.04,1.53,-0.31,4.52,47.17,-25.10,2.99
-0.10,0.02,-1.03,2.08,-0.49,4.82,47.17,-25.10,2.99
-0.10,0.02,-1.03,2.08,-0.49,4.82,47.17,-25.10,2.99
-0.09,0.02,-1.03,1.65,-0.79,3.60,47.17,-25.10,2.99
-0.09,0.02,-1.03,2.14,-0.49,2.69,47.17,-25.10,2.99
-0.10,-0.00,-1.04,2.14,-0.49,2.69,47.17,-25.10,2.99
-0.09,-0.02,-1.04,1.89,-0.98,2.14,47.17,-25.10,2.99
-0.09,-0.02,-1.04,1.89,-0.98,2.14,47.42,-25.29,2.78
-0.10,-0.03,-1.02,0.67,-0.92,2.20,47.42,-25.29,2.78
-0.09,-0.03,-1.00,-1.40,-1.16,2.01,47.42,-25.29,2.78
-0.09,-0.03,-1.00,-1.40,-1.16,2.01,47.42,-25.29,2.78
-0.09,-0.03,-1.01,-1.04,-0.24,2.56,47.42,-25.29,2.78
-0.09,-0.03,-1.01,-1.04,-0.24,2.56,47.42,-25.29,2.78
-0.09,-0.02,-1.00,-1.83,0.31,2.69,47.42,-25.29,2.78
-0.08,-0.02,-1.03,-0.67,1.53,2.62,47.42,-25.29,2.78
-0.08,-0.02,-1.03,-0.67,1.53,2.62,47.42,-25.29,2.78
-0.08,-0.02,-1.03,-0.31,1.40,2.44,47.42,-25.29,2.78
-0.08,-0.02,-1.03,-0.31,1.40,2.44,46.92,-24.90,3.31
-0.08,-0.03,-1.03,-0.85,0.92,1.83,46.92,-24.90,3.31
-0.09,-0.03,-1.03,-0.92,0.85,1.59,46.92,-24.90,3.31
-0.09,-0.03,-1.03,-0.92,0.85,1.59,46.92,-24.90,3.31
-0.09,-0.02,-1.02,-0.55,0.79,1.71,46.92,-24.90,3.31
-0.09,-0.02,-1.02,0.31,0.92,1.34,46.92,-24.90,3.31
-0.09,-0.02,-1.03,0.31,0.92,1.34,46.92,-24.90,3.31
-0.08,-0.00,-1.04,0.79,0.79,0.92,46.92,-24.90,3.31
-0.08,-0.00,-1.04,0.79,0.79,0.92,46.92,-24.90,3.31
-0.08,-0.02,-1.04,0.61,0.55,0.00,46.92,-24.90,3.31
-0.08,-0.02,-1.04,0.37,0.43,-0.43,47.58,-24.60,2.73
-0.08,-0.04,-1.03,0.37,0.43,-0.43,47.58,-24.60,2.73
-0.09,-0.05,-1.01,-0.24,0.24,-0.61,47.58,-24.60,2.73
-0.09,-0.05,-1.01,-0.24,0.24,-0.61,47.58,-24.60,2.73
-0.09,-0.05,-1.01,-0.43,0.85,0.00,47.58,-24.60,2.73
-0.08,-0.05,-1.03,0.49,1.28,0.61,47.58,-24.60,2.73
-0.08,-0.05,-1.03,0.49,1.28,0.61,47.58,-24.60,2.73
-0.08,-0.05,-1.02,1.10,0.73,0.79,47.58,-24.60,2.73
-0.08,-0.05,-1.02,1.10,0.73,0.79,47.58,-24.60,2.73
-0.10,-0.05,-1.00,0.61,0.12,1.28,47.58,-24.60,2.73
-0.09,-0.04,-1.00,0.67,1.16,1.77,47.08,-25.10,1.92
-0.09,-0.04,-1.00,0.67,1.16,1.77,47.08,-25.10,1.92
-0.08,-0.03,-1.01,1.22,2.50,2.38,47.08,-25.10,1.92
-0.08,-0.03,-1.01,1.89,2.99,2.32,47.08,-25.10,1.92
-0.08,-0.00,-1.02,1.89,2.99,2.32,47.08,-25.10,1.92
-0.08,-0.01,-1.03,2.20,3.11,1.71,47.08,-25.10,1.92
-0.08,-0.01,-1.03,2.20,3.11,1.71,47.08,-25.10,1.92
-0.08,-0.02,-1.04,1.95,3.23,0.55,47.08,-25.10,1.92
-0.08,-0.02,-1.04,1.53,2.75,-0.06,47.08,-25.10,1.92
-0.08,-0.03,-1.03,1.53,2.75,-0.06,47.08,-25.10,1.92
-0.08,-0.04,-1.03,1.10,2.81,-0.31,46.83,-25.07,2.60
-0.08,-0.04,-1.03,1.10,2.81,-0.31,46.83,-25.07,2.60
-0.08,-0.05,-1.01,1.10,2.93,-0.61,46.83,-25.07,2.60
-0.08,-0.05,-1.00,1.95,3.17,-0.24,46.83,-25.07,2.60
-0.08,-0.05,-1.00,1.95,3.17,-0.24,46.83,-25.07,2.60
-0.08,-0.05,-1.01,3.17,4.09,-0.12,46.83,-25.07,2.60
-0.08,-0.05,-1.01,3.17,4.09,-0.12,46.83,-25.07,2.60
-0.09,-0.04,-1.03,4.58,4.09,-0.12,46.83,-25.07,2.60
-0.09,-0.04,-1.03,5.55,3.66,-0.06,46.83,-25.07,2.60
-0.09,-0.04,-1.03,5.55,3.66,-0.06,46.83,-25.07,2.60
-0.09,-0.04,-1.02,6.35,3.48,-0.24,47.17,-25.21,3.19
-0.09,-0.04,-1.02,6.77,3.48,0.18,47.17,-25.21,3.19
-0.09,-0.05,-1.03,6.77,3.48,0.18,47.17,-25.21,3.19
-0.09,-0.03,-1.04,6.65,3.48,0.67,47.17,-25.21,3.19
-0.09,-0.03,-1.04,6.65,3.48,0.67,47.17,-25.21,3.19
-0.09,-0.01,-1.04,5.55,2.69,0.61,47.17,-25.21,3.19
-0.09,-0.01,-1.04,4.39,2.20,0.18,47.17,-25.21,3.19
-0.09,-0.02,-1.04,4.39,2.20,0.18,47.17,-25.21,3.19
-0.09,-0.02,-1.03,3.97,1.65,-0.37,47.17,-25.21,3.19
-0.09,-0.02,-1.03,3.97,1.65,-0.37,47.17,-25.21,3.19
-0.09,-0.02,-1.02,3.17,1.59,-0.37,47.49,-25.39,2.40
-0.09,-0.02,-1.02,3.05,1.46,-0.67,47.49,-25.39,2.40
-0.09,-0.02,-1.02,3.05,1.46,-0.67,47.49,-25.39,2.40
-0.09,-0.02,-1.02,3.30,1.65,-0.85,47.49,-25.39,2.40
-0.09,-0.02,-1.02,3.30,1.65,-0.85,47.49,-25.39,2.40
-0.09,-0.02,-1.02,3.72,2.32,-0.85,47.49,-25.39,2.40
-0.09,-0.04,-1.03,3.72,2.99,-1.28,47.49,-25.39,2.40
-0.09,-0.04,-1.03,3.72,2.99,-1.28,47.49,-25.39,2.40
-0.09,-0.05,-1.03,3.48,3.17,-1.28,47.49,-25.39,2.40
-0.09,-0.05,-1.03,3.48,3.17,-1.28,47.49,-25.39,2.40
-0.09,-0.03,-1.02,3.11,2.87,-0.85,46.64,-24.82,2.36
-0.09,-0.02,-1.02,2.38,2.69,-0.73,46.64,-24.82,2.36
-0.09,-0.02,-1.02,2.38,2.69,-0.73,46.64,-24.82,2.36
-0.09,-0.02,-1.04,2.75,2.62,-0.92,46.64,-24.82,2.36
-0.09,-0.04,-1.04,4.21,1.89,-0.55,46.64,-24.82,2.36
-0.09,-0.04,-1.04,4.21,1.89,-0.55,46.64,-24.82,2.36
-0.09,-0.06,-1.04,4.39,1.53,0.12,46.64,-24.82,2.36
-0.09,-0.06,-1.04,4.39,1.53,0.12,46.64,-24.82,2.36
-0.09,-0.05,-1.04,2.32,1.77,0.98,46.64,-24.82,2.36
-0.09,-0.05,-1.04,0.61,2.01,1.53,46.64,-24.82,2.36
-0.09,-0.03,-1.01,0.61,2.01,1.53,47.03,-24.93,2.45
-0.08,-0.02,-0.98,0.18,2.87,1.10,47.03,-24.93,2.45
-0.08,-0.02,-0.98,2.38,4.03,0.06,47.03,-24.93,2.45
-0.08,-0.03,-0.97,2.38,4.03,0.06,47.03,-24.93,2.45
-0.08,-0.05,-0.97,6.04,5.74,-0.49,47.03,-24.93,2.45
-0.08,-0.05,-0.97,6.04,5.74,-0.49,47.03,-24.93,2.45
-0.08,-0.06,-0.99,8.30,7.51,-0.67,47.03,-24.93,2.45
-0.08,-0.06,-0.99,8.30,7.51,-0.67,47.03,-24.93,2.45
-0.09,-0.05,-1.02,9.58,8.42,-0.12,47.03,-24.93,2.45
-0.08,-0.04,-1.05,11.60,8.36,0.79,47.03,-24.93,2.45
-0.08,-0.04,-1.05,11.60,8.36,0.79,47.13,-25.57,2.84
-0.09,-0.03,-1.07,12.02,6.65,1.16,47.13,-25.57,2.84
-0.12,-0.01,-1.02,10.62,4.88,1.59,47.13,-25.57,2.84
-0.12,-0.01,-1.02,10.62,4.88,1.59,47.13,-25.57,2.84
-0.10,0.02,-1.05,11.17,5.31,1.28,47.13,-25.57,2.84
-0.10,0.02,-1.05,11.17,5.31,1.28,47.13,-25.57,2.84
-0.10,0.01,-1.06,9.89,4.88,0.79,47.13,-25.57,2.84
-0.10,0.00,-1.07,7.32,3.60,0.00,47.13,-25.57,2.84
-0.10,0.00,-1.07,7.32,3.60,0.00,47.13,-25.57,2.84
-0.10,-0.02,-1.07,6.29,2.14,-0.43,47.13,-25.57,2.84
-0.10,-0.02,-1.07,6.29,2.14,-0.43,46.97,-25.04,2.66
-0.11,-0.02,-1.03,4.76,0.92,-0.06,46.97,-25.04,2.66
-0.10,-0.02,-1.01,3.60,1.46,0.18,46.97,-25.04,2.66
-0.10,-0.02,-1.01,3.60,1.46,0.18,46.97,-25.04,2.66
-0.10,-0.03,-1.01,3.78,2.08,0.55,46.97,-25.04,2.66
-0.10,-0.03,-1.01,3.54,1.95,0.79,46.97,-25.04,2.66
-0.09,-0.02,-1.01,3.54,1.95,0.79,46.97,-25.04,2.66
-0.09,-0.01,-1.02,3.11,1.95,0.43,46.97,-25.04,2.66
-0.09,-0.01,-1.02,3.11,1.95,0.43,46.97,-25.04,2.66
-0.10,-0.01,-1.02,2.99,1.95,0.00,46.97,-25.04,2.66
-0.10,-0.01,-1.02,3.36,1.83,-0.37,47.14,-25.72,3.55
-0.10,-0.02,-1.03,3.36,1.83,-0.37,47.14,-25.72,3.55
-0.10,-0.02,-1.03,3.66,2.14,-0.49,47.14,-25.72,3.55
-0.10,-0.02,-1.03,3.66,2.14,-0.49,47.14,-25.72,3.55
-0.10,-0.00,-1.03,3.30,1.59,-0.18,47.14,-25.72,3.55
-0.10,0.02,-1.04,3.30,1.65,-0.24,47.14,-25.72,3.55
-0.10,0.02,-1.04,3.30,1.65,-0.24,47.14,-25.72,3.55
-0.10,-0.00,-1.04,4.03,1.59,-0.98,47.14,-25.72,3.55
-0.10,-0.00,-1.04,4.03,1.59,-0.98,47.14,-25.72,3.55
-0.10,-0.02,-1.03,4.70,0.92,-1.46,47.14,-25.72,3.55
-0.09,-0.03,-1.01,3.85,0.67,-1.65,47.03,-25.87,1.37
-0.09,-0.03,-1.01,3.85,0.67,-1.65,47.03,-25.87,1.37
-0.09,-0.03,-1.00,2.93,1.04,-1.83,47.03,-25.87,1.37
-0.09,-0.03,-1.00,3.11,1.83,-1.59,47.03,-25.87,1.37
-0.09,-0.01,-0.98,3.11,1.83,-1.59,47.03,-25.87,1.37
-0.09,-0.00,-0.99,5.49,2.75,-1.28,47.03,-25.87,1.37
-0.09,-0.00,-0.99,5.49,2.75,-1.28,47.03,-25.87,1.37
-0.10,-0.01,-1.00,7.81,3.36,-1.53,47.03,-25.87,1.37
-0.10,-0.01,-1.00,8.54,4.03,-2.01,47.03,-25.87,1.37
-0.10,-0.02,-1.02,8.54,4.03,-2.01,47.03,-25.87,1.37
-0.10,-0.03,-1.04,8.18,5.00,-1.89,47.44,-26.10,2.22
-0.10,-0.03,-1.04,8.18,5.00,-1.89,47.44,-26.10,2.22
-0.10,-0.03,-1.04,7.20,5.07,-1.83,47.44,-26.10,2.22
-0.10,-0.02,-1.03,6.41,4.70,-1.16,47.44,-26.10,2.22
-0.10,-0.02,-1.03,6.41,4.70,-1.16,47.44,-26.10,2.22
-0.10,-0.01,-1.02,6.04,4.58,-0.43,47.44,-26.10,2.22
-0.10,-0.01,-1.02,6.04,4.58,-0.43,47.44,-26.10,2.22
-0.10,-0.01,-1.03,6.10,5.31,-0.37,47.44,-26.10,2.22
-0.10,-0.01,-1.01,6.84,6.10,-0.61,47.44,-26.10,2.22
-0.10,-0.01,-1.01,6.84,6.10,-0.61,47.44,-26.10,2.22
-0.09,-0.01,-0.99,7.02,6.53,-0.98,47.57,-26.05,1.29
-0.09,-0.01,-0.99,7.81,7.57,-1.59,47.57,-26.05,1.29
